#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-02-24T16:30:15
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml10323

#RESOURCE=7235
#Name: VII/235
#Title:	Quasars and Active Galactic Nuclei (11th Ed.) (Veron+, 2003)
#Table	VII_235_table3:
#Name: VII/235/table3
#Title:	Active galaxies (fainter than -23)
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	notRadio	(A1)	[*] '*' if not detected in radio (1)	[ucd=CODE_MISC]
#Column	Name	(A17)	Most common name of the object        (link)	[ucd=ID_IDENTIFIER]
#Column	RAJ2000	(A10)	Right Ascension J2000 (hours) (see also n_RAh)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(A9)	Declination J2000 (degrees)	[ucd=POS_EQ_DEC_MAIN]
#Column	n_RAh	(A1)	[AOR] Approximative/Optical/Radio position (2)	[ucd=NOTE]
#Column	F6cm	(F6.3)	? 6cm (5GHz) flux	[ucd=PHOT_FLUX_RADIO_5G]
#Column	r_F6cm	(I4)	[1,2377]? Reference of 6cm Flux        (link)	[ucd=REFER_CODE]
#Column	F11cm	(F5.2)	? 11cm (2.7GHz) flux (Jy)	[ucd=PHOT_FLUX_RADIO_2.7G]
#Column	r_F11cm	(I4)	[1,2377]? Reference of 11cm flux        (link)	[ucd=REFER_CODE]
#Column	l_z	(A1)	[>*] limit or method flag on z (4)	[ucd=CODE_LIMIT]
#Column	z	(F6.3)	? redshift	[ucd=REDSHIFT_HC]
#Column	Sp	(A4)	[S0-9?HPBLbhin. ] Spectrum classification (3)	[ucd=SPECT_TYPE_GENERAL]
#Column	n_Vmag	(A1)	[*RIO] Photographic(*), red(R), infra-red (I) or photographic O- or J- plates(O)	[ucd=NOTE]
#Column	Vmag	(F5.2)	? magnitude, V or other (see n_Vmag)	[ucd=PHOT_JHN_V]
#Column	B-V	(F5.2)	? colour index	[ucd=PHOT_JHN_B-V]
#Column	U-B	(F5.2)	? colour index	[ucd=PHOT_JHN_U-B]
#Column	Mabs	(F5.1)	? Absolute magnitude	[ucd=PHOT_ABS-MAG_BAND]
#Column	FC	(I4)	[1,2377]? Reference of the Finding Chart	[ucd=REFER_CODE]
#Column	r_Vmag	(I4)	[1,2377]? Reference of the Photometry        (link)	[ucd=REFER_CODE]
#Column	r_z	(I4)	[1,2377]? Reference of the redshift        (link)	[ucd=REFER_CODE]

recno	_Glon	_Glat	_RAJ2000	_DEJ2000	notRadio	Name	RAJ2000	DEJ2000	n_RAh	F6cm	r_F6cm	F11cm	r_F11cm	l_z	z	Sp	n_Vmag	Vmag	B-V	U-B	Mabs	FC	r_Vmag	r_z
    2235	149.55	-69.80	021.8654	 -8.8131	*	SDSS J01274-0848 	01 27 27.7	-08 48 47	O	      	   1	     	    	 	 0.164	S1  	 	19.37	     	     	-20.7	    	    	   1
    2236	142.44	-62.05	021.8667	 -0.5506	*	SDSS J01274-0033 	01 27 28.0	-00 33 02	O	      	   2	     	    	 	 0.150	S1  	 	19.43	     	     	-20.4	    	    	   2
    2237	134.60	-42.87	021.8854	+19.1789	 	MARK  359        	01 27 32.5	+19 10 44	O	      	1435	     	1452	 	 0.017	S1n 	 	14.22	 0.67	-0.21	-20.2	1277	 505	1494
    2238	142.86	-62.56	021.8954	 -1.0972	*	SDSS J01275-0105 	01 27 34.9	-01 05 50	O	      	   2	     	    	 	 0.135	S1  	 	20.88	     	     	-18.7	    	    	   2
    2239	152.05	-71.50	021.8996	-10.7006	*	SDSS J01275-1042 	01 27 35.9	-10 42 02	O	      	   1	     	    	 	 0.413	S1  	 	20.11	     	     	-21.9	    	    	   1
    2240	217.63	-81.94	021.9279	-27.4975	*	2QZ J012742-2729 	01 27 42.7	-27 29 51	O	      	    	     	    	 	 0.582	S1  	*	20.31	     	-0.28	-22.5	    	 489	 489
    2241	142.63	-62.09	021.9375	 -0.6156	*	SDSS J01277-0036 	01 27 45.0	-00 36 56	O	      	   2	     	    	 	 0.167	S1  	 	20.21	     	     	-19.9	    	    	   2
    2242	235.73	-81.47	021.9562	-30.1381	*	2QZ J012749-3008 	01 27 49.5	-30 08 17	O	      	    	     	    	 	 0.214	S1  	*	19.82	     	-0.51	-20.8	    	 489	 489
    2243	142.38	-61.64	021.9600	 -0.1556	*	SDSSp J01278-0009	01 27 50.4	-00 09 20	O	      	1802	     	    	 	 0.438	    	 	19.83	     	     	-22.4	    	    	1802
    2244	141.70	-60.55	021.9625	 +0.9881	*	SDSS J01278+0059 	01 27 51.0	+00 59 17	O	      	   2	     	    	 	 0.174	S1  	 	20.35	     	     	-19.8	    	    	   2
    2245	245.11	-80.83	021.9788	-31.7133	*	2QZ J012754-3142 	01 27 54.9	-31 42 48	O	      	    	     	    	 	 0.395	S1  	*	20.79	     	-0.87	-21.2	    	 489	 489
    2246	152.20	-71.41	021.9833	-10.6456	*	SDSS J01279-1038 	01 27 56.0	-10 38 44	O	      	   1	     	    	 	 0.082	S1  	 	19.11	     	     	-19.4	    	    	   1
    2247	136.26	-47.99	022.0083	+13.9306	*	SDSS J01280+1355 	01 28 02.0	+13 55 50	O	      	   1	     	    	 	 0.409	S1  	 	20.73	     	     	-21.3	    	    	   1
    2248	136.30	-48.06	022.0158	+13.8639	*	SDSS J01280+1351 	01 28 03.8	+13 51 50	O	      	   1	     	    	 	 0.383	S1  	 	19.69	     	     	-22.3	    	    	   1
    2249	245.88	-80.73	022.0183	-31.8714	*	2QZ J012804-3152 	01 28 04.4	-31 52 17	O	      	    	     	    	 	 0.313	S1  	 	19.00	     	     	-22.5	1757	    	 489
    2250	238.36	-81.27	022.0213	-30.5775	*	2QZ J012805-3034 	01 28 05.1	-30 34 39	O	      	    	     	    	 	 0.451	S1  	*	19.63	     	-0.48	-22.6	    	 489	 489
    2251	142.11	-61.00	022.0212	 +0.4972	*	SDSS J01280+0029 	01 28 05.1	+00 29 50	O	      	   2	     	    	 	 0.151	S1  	 	19.86	     	     	-20.0	    	    	   2
    2252	142.83	-62.09	022.0258	 -0.6408	*	SDSS J01281-0038 	01 28 06.2	-00 38 27	O	      	   2	     	    	 	 0.114	S1  	 	19.81	     	     	-19.4	    	    	   2
    2253	170.23	-78.16	022.0279	-18.8086	*	MCG -03.04.072   	01 28 06.7	-18 48 31	O	      	    	     	    	 	 0.043	S1n 	 	15.70	     	     	-21.4	    	    	1811
    2254	129.10	-13.41	022.0333	+49.0183	 	NPM1G+48.0033    	01 28 08.0	+49 01 06	O	 0.408	 778	     	    	 	 0.067	S1  	 	17.20	     	     	-20.8	    	    	1264
    2255	142.02	-60.79	022.0437	 +0.7119	*	SDSS J01281+0042 	01 28 10.5	+00 42 43	O	      	   2	     	    	 	 0.118	S1  	 	19.55	     	     	-19.7	    	    	   2
    2256	141.75	-60.32	022.0508	 +1.2047	*	SDSS J01282+0112 	01 28 12.2	+01 12 17	O	      	   2	     	    	 	 0.128	S1  	 	20.02	     	     	-19.4	    	    	   2
    2257	246.60	-80.63	022.0533	-32.0194	*	2QZ J012812-3201 	01 28 12.8	-32 01 10	O	      	    	     	    	 	 0.235	S1  	*	20.76	     	-0.59	-20.1	    	 489	 489
    2258	142.16	-60.97	022.0542	 +0.5203	*	SDSS J01282+0031 	01 28 13.0	+00 31 13	O	      	   2	     	    	 	 0.162	S1  	 	20.13	     	     	-19.9	    	    	   2
    2259	141.89	-60.53	022.0587	 +0.9758	*	SDSS J01282+0058 	01 28 14.1	+00 58 33	O	      	   2	     	    	 	 0.052	S1  	 	19.34	     	     	-18.1	    	    	   2
    2260	135.99	-46.86	022.0637	+15.0767	*	SDSS J01282+1504 	01 28 15.3	+15 04 36	O	      	   1	     	    	 	 0.186	S1  	 	19.87	     	     	-20.4	    	    	   1
    2261	142.56	-61.53	022.0725	 -0.0697	*	SDSS J01282-0004 	01 28 17.4	-00 04 11	O	      	   2	     	    	 	 0.098	S1  	 	18.67	     	     	-20.2	    	    	   2
    2262	136.41	-48.09	022.0837	+13.8164	*	SDSS J01283+1348 	01 28 20.1	+13 48 59	O	      	   2	     	    	 	 0.249	S1  	 	20.12	     	     	-20.8	    	    	   2
    2263	136.14	-47.20	022.0938	+14.7225	*	SDSS J01283+1443 	01 28 22.5	+14 43 21	O	      	   1	     	    	 	 0.727	S1  	 	20.51	     	     	-22.9	    	    	   1
    2264	142.37	-61.15	022.1008	 +0.3236	*	SDSS J01284+0019 	01 28 24.2	+00 19 25	O	      	   1	     	    	 	 0.420	S1  	 	20.53	     	     	-21.6	    	    	   1
    2265	152.43	-71.27	022.1146	-10.5475	 	FIRST J01284-1032	01 28 27.5	-10 32 51	R	      	 165	     	    	 	 0.312	S1  	 	18.55	     	     	-22.9	    	    	 165
    2266	135.92	-46.38	022.1196	+15.5544	*	SDSS J01284+1533 	01 28 28.7	+15 33 16	O	      	   1	     	    	 	 0.394	S1  	 	19.21	     	     	-22.8	    	    	   1
    2267	136.30	-47.51	022.1400	+14.3967	*	SDSS J01285+1423 	01 28 33.6	+14 23 48	O	      	   2	     	    	 	 0.182	S1  	 	19.62	     	     	-20.6	    	    	   2
    2268	232.47	-81.44	022.1558	-29.6844	*	2QZ J012837-2941 	01 28 37.4	-29 41 04	O	      	    	     	    	 	 0.530	S1  	*	20.12	     	-1.02	-22.5	    	 487	 487
    2269	129.87	-17.71	022.1725	+44.6547	 	87GB 01257+4423  	01 28 41.4	+44 39 17	R	 0.035	 778	     	    	 	 0.228	S?  	 	     	     	     	     	    	    	1305
    2270	142.58	-61.16	022.1933	 +0.2831	 	SDSS J01287+0016 	01 28 46.4	+00 16 59	O	 0.002	   2	     	    	 	 0.105	S1  	 	19.11	     	     	-19.9	    	    	   2
    2271	234.02	-81.33	022.1971	-29.9356	*	2QZ J012847-2956 	01 28 47.3	-29 56 08	O	      	    	     	    	 	 0.514	S1  	*	20.21	     	-0.49	-22.3	    	 487	 487
    2272	291.34	-61.92	022.1983	-54.3569	*	CTS H21.01       	01 28 47.6	-54 21 25	O	      	    	     	    	 	 0.093	S1  	 	16.50	     	     	-22.3	1330	    	1404
    2273	142.79	-61.46	022.2021	 -0.0364	*	SDSS J01288-0002 	01 28 48.5	-00 02 11	O	      	   2	     	    	 	 0.150	S1  	 	19.87	     	     	-20.0	    	    	   2
    2274	232.83	-81.37	022.2117	-29.7533	*	2QZ J012850-2945 	01 28 50.8	-29 45 12	O	      	    	     	    	 	 0.742	S1  	*	20.78	     	-0.76	-22.6	    	 487	 487
    2275	141.36	-59.08	022.2146	 +2.4464	*	UM 105           	01 28 51.5	+02 26 47	O	      	    	     	    	 	 0.030	S2  	 	15.21	 0.88	     	-20.2	1233	1699	2015
    2276	138.90	-54.01	022.2488	 +7.6917	 	Q 01260+0725     	01 28 59.7	+07 41 30	 	 0.031	 778	     	    	 	 0.090	S   	 	     	     	     	     	    	    	1403
    2277	142.58	-60.93	022.2604	 +0.5000	*	SDSS J01290+0029 	01 29 02.5	+00 30 00	O	      	   2	     	    	 	 0.082	S1  	 	20.08	     	     	-18.4	    	    	   2
    2278	143.07	-61.64	022.2692	 -0.2514	*	SDSS J01290-0015 	01 29 04.6	-00 15 05	O	      	   2	     	    	 	 0.050	S1  	 	19.11	     	     	-18.3	    	    	   2
    2279	217.29	-81.62	022.2817	-27.4500	*	2QZ J012907-2727 	01 29 07.6	-27 27 00	O	      	    	     	    	 	 0.757	S1  	*	20.64	     	 0.16	-22.8	    	 489	 489
    2280	220.10	-81.60	022.2937	-27.8600	*	2QZ J012910-2751 	01 29 10.5	-27 51 36	O	      	    	     	    	 	 0.574	S1  	*	20.04	     	-0.46	-22.7	    	 489	 489
    2281	142.40	-60.55	022.2954	 +0.8917	*	SDSS J01291+0053 	01 29 10.9	+00 53 30	O	      	   2	     	    	 	 0.177	S1  	 	20.06	     	     	-20.1	    	    	   2
    2282	235.25	-81.17	022.3096	-30.1625	*	2QZ J012914-3009 	01 29 14.3	-30 09 45	O	      	    	     	    	 	 0.523	S1  	*	19.95	     	-0.66	-22.6	    	 489	 489
    2283	218.93	-81.59	022.3171	-27.6897	*	2QZ J012916-2741 	01 29 16.1	-27 41 23	O	      	    	     	    	 	 0.415	S1  	*	19.84	     	-0.42	-22.2	    	 489	 489
    2284	143.44	-62.02	022.3204	 -0.6603	*	SDSS J01292-0039 	01 29 16.9	-00 39 37	O	      	   2	     	    	 	 0.095	S1  	 	20.00	     	     	-18.8	    	    	   2
    2285	142.93	-61.20	022.3421	 +0.1931	*	SDSS J01293+0011 	01 29 22.1	+00 11 35	O	      	   2	     	    	 	 0.178	S1  	 	19.46	     	     	-20.7	    	    	   2
    2286	142.77	-60.82	022.3858	 +0.5792	*	SDSS J01295+0034 	01 29 32.6	+00 34 45	O	      	   2	     	    	 	 0.084	S1  	 	19.70	     	     	-18.8	    	    	   2
    2287	142.47	-60.32	022.3933	 +1.1011	*	SDSS J01295+0106 	01 29 34.4	+01 06 04	O	      	   2	     	    	 	 0.089	S1  	 	18.73	     	     	-19.9	    	    	   2
    2288	136.72	-47.63	022.3987	+14.2161	*	SDSS J01295+1412 	01 29 35.7	+14 12 58	O	      	   1	     	    	 	 0.660	S1  	 	20.46	     	     	-22.7	    	    	   1
    2289	265.57	-77.35	022.4200	-36.8569	*	0127-371         	01 29 40.8	-36 51 25	 	      	    	     	    	*	 0.200	    	 	20.50	     	     	-20.0	1757	    	1757
    2290	142.80	-60.72	022.4300	 +0.6656	*	SDSS J01297+0039 	01 29 43.2	+00 39 56	O	      	   2	     	    	 	 0.117	S1  	 	19.44	     	     	-19.8	    	    	   2
    2291	143.51	-61.73	022.4404	 -0.4019	*	SDSS J01297-0024 	01 29 45.7	-00 24 07	O	      	   2	     	    	 	 0.050	S1  	 	18.86	     	     	-18.5	    	    	   2
    2292	220.33	-81.47	022.4438	-27.9008	*	2QZ J012946-2754 	01 29 46.5	-27 54 03	O	      	    	     	    	 	 0.510	S1  	*	20.39	     	-0.05	-22.1	    	 489	 489
    2293	136.92	-48.00	022.4500	+13.8289	*	SDSS J01297+1349 	01 29 48.0	+13 49 44	O	      	   2	     	    	 	 0.038	S1  	 	19.22	     	     	-17.6	    	    	   2
    2294	142.68	-60.43	022.4579	 +0.9625	*	SDSS J01298+0057 	01 29 49.9	+00 57 45	O	      	   2	     	    	 	 0.115	S1  	 	20.89	     	     	-18.3	    	    	   2
    2295	143.78	-61.93	022.4971	 -0.6333	*	SDSS J01299-0038 	01 29 59.3	-00 38 00	O	      	   2	     	    	 	 0.118	S1  	 	19.44	     	     	-19.8	    	    	   2
    2296	152.26	-70.30	022.4996	 -9.6581	*	SDSS J01299-0939 	01 29 59.9	-09 39 29	O	      	   1	     	    	 	 0.358	S1  	 	19.02	     	     	-22.8	    	    	   1
    2297	144.18	-62.44	022.5142	 -1.1722	*	SDSS J01300-0110 	01 30 03.4	-01 10 20	O	      	   2	     	    	 	 0.029	S1  	 	18.33	     	     	-17.9	    	    	   2
    2298	142.80	-60.42	022.5163	 +0.9503	*	SDSS J01300+0057 	01 30 03.9	+00 57 01	O	      	   2	     	    	 	 0.087	S1  	 	19.05	     	     	-19.6	    	    	   2
    2299	137.10	-48.20	022.5233	+13.6047	*	SDSS J01300+1336 	01 30 05.6	+13 36 17	O	      	   1	     	    	 	 0.022	S1  	 	21.54	     	     	-14.1	    	    	   1
    2300	143.07	-60.76	022.5400	 +0.5894	*	SDSS J01301+0035 	01 30 09.6	+00 35 22	O	      	   2	     	    	 	 0.082	S1  	 	20.10	     	     	-18.4	    	    	   2
    2301	151.39	-69.58	022.5446	 -8.8806	*	SDSS J01301-0852 	01 30 10.7	-08 52 50	O	      	   2	     	    	 	 0.144	S1  	 	19.22	     	     	-20.5	    	    	   2
    2302	222.38	-81.35	022.5533	-28.2144	*	2QZ J013012-2812 	01 30 12.8	-28 12 52	O	      	    	     	    	 	 0.366	S1  	*	20.02	     	-1.11	-21.8	    	 487	 487
    2303	143.21	-60.90	022.5629	 +0.4325	*	SDSS J01302+0025 	01 30 15.1	+00 25 57	O	      	   1	     	    	 	 0.336	S1  	 	19.61	     	     	-22.0	    	    	   1
    2304	143.83	-61.76	022.5738	 -0.4772	*	SDSS J01302-0028 	01 30 17.7	-00 28 38	O	      	   2	     	    	 	 0.105	S1  	 	19.34	     	     	-19.7	    	    	   2
    2305	141.99	-58.91	022.5746	 +2.5117	*	Q 0127+0215      	01 30 17.9	+02 30 42	 	      	    	     	    	 	 0.060	    	R	18.02	     	     	-19.2	1795	    	1795
    2306	238.78	-80.72	022.5917	-30.8372	*	2QZ J013021-3050 	01 30 22.0	-30 50 14	O	      	    	     	    	 	 0.525	S1  	*	20.66	     	-0.40	-21.9	    	 489	 489
    2307	153.29	-70.78	022.5950	-10.2347	*	SDSS J01303-1014 	01 30 22.8	-10 14 05	O	      	   1	     	    	 	 0.463	S1  	 	19.72	     	     	-22.6	    	    	   1
    2308	153.55	-70.94	022.5975	-10.4203	 	SDSS J01303-1025 	01 30 23.4	-10 25 13	O	      	   1	     	    	 	 0.126	S1  	 	19.26	     	     	-20.2	    	    	   1
    2309	143.49	-61.21	022.5983	 +0.0978	*	SDSS J01303+0005 	01 30 23.6	+00 05 52	O	      	   1	     	    	 	 0.345	S1  	 	19.48	     	     	-22.2	    	    	   1
    2310	243.95	-80.34	022.5992	-31.7686	*	2QZ J013023-3146 	01 30 23.8	-31 46 07	O	      	    	     	    	 	 0.542	S1  	*	20.30	     	-0.54	-22.3	    	 489	 489
    2311	152.26	-70.06	022.6100	 -9.4381	*	SDSS J01304-0926 	01 30 26.4	-09 26 17	O	      	   1	     	    	 	 0.190	S1  	 	19.80	     	     	-20.5	    	    	   1
    2312	144.08	-61.99	022.6150	 -0.7361	*	SDSS J01304-0044 	01 30 27.6	-00 44 10	O	      	   2	     	    	 	 0.251	S1  	 	24.38	     	     	-16.6	    	    	   2
    2313	143.96	-61.73	022.6458	 -0.4622	*	SDSS J01305-0027 	01 30 35.0	-00 27 44	O	      	   2	     	    	 	 0.253	S1  	 	20.03	     	     	-21.0	    	    	   2
    2314	153.60	-70.86	022.6463	-10.3592	*	SDSS J01305-1021 	01 30 35.1	-10 21 33	O	      	   2	     	    	 	 0.173	S1  	 	19.99	     	     	-20.1	    	    	   2
    2315	239.61	-80.61	022.6517	-31.0019	*	2QZ J013036-3100 	01 30 36.4	-31 00 07	O	      	    	     	    	 	 0.734	S1  	*	20.56	     	-0.60	-22.8	    	 489	 489
    2316	153.58	-70.76	022.6887	-10.2642	*	SDSS J01307-1015 	01 30 45.3	-10 15 51	O	      	   2	     	    	 	 0.242	S1  	 	19.99	     	     	-20.9	    	    	   2
    2317	143.83	-61.40	022.6921	 -0.1333	*	SDSSp J01307-0008	01 30 46.1	-00 08 00	O	      	    	     	    	 	 0.253	S1n 	R	19.06	     	     	-21.4	    	    	2241
    2318	243.83	-80.22	022.7387	-31.8044	*	2QZ J013057-3148 	01 30 57.3	-31 48 16	O	      	    	     	    	 	 0.577	S1  	*	20.66	     	-0.85	-22.1	    	 489	 489
    2319	137.54	-48.42	022.7638	+13.3239	*	SDSS J01310+1319 	01 31 03.3	+13 19 26	O	      	   1	     	    	 	 0.170	S1  	 	19.26	     	     	-20.8	    	    	   1
    2320	143.29	-60.36	022.7675	 +0.9342	*	SDSS J01310+0056 	01 31 04.2	+00 56 03	O	      	   2	     	    	 	 0.080	S1  	 	19.75	     	     	-18.7	    	    	   2
    2321	142.33	-58.74	022.7954	 +2.6239	*	Q 0128+0222      	01 31 10.9	+02 37 26	 	      	    	     	    	 	 0.204	    	R	20.11	     	     	-19.8	1795	    	1795
    2322	136.85	-46.25	022.7996	+15.5444	*	SDSS J01311+1532 	01 31 11.9	+15 32 40	O	      	   2	     	    	 	 0.055	S1  	 	19.30	     	     	-18.3	    	    	   2
    2323	245.22	-80.03	022.8104	-32.1022	*	2QZ J013114-3206 	01 31 14.5	-32 06 08	O	      	    	     	    	 	 0.433	S1  	*	20.02	     	-0.59	-22.1	    	 489	 489
    2324	137.33	-47.57	022.8263	+14.1797	*	SDSS J01313+1410 	01 31 18.3	+14 10 47	O	      	   1	     	    	 	 0.484	S1  	 	19.84	     	     	-22.6	    	    	   1
    2325	132.49	-28.98	022.8492	+33.1442	*	KUG 0128+328     	01 31 23.8	+33 08 39	 	      	    	     	    	 	 0.070	S1  	 	16.50	     	     	-21.6	2000	    	 197
    2326	137.35	-47.46	022.8621	+14.2847	*	SDSS J01314+1417 	01 31 26.9	+14 17 05	O	      	   2	     	    	 	 0.015	S1  	 	18.14	     	     	-16.6	    	    	   2
    2327	144.51	-61.81	022.8654	 -0.6289	*	SDSS J01314-0037 	01 31 27.7	-00 37 44	O	      	   2	     	    	 	 0.144	S1  	 	19.39	     	     	-20.3	    	    	   2
    2328	151.68	-69.06	022.8700	 -8.4506	*	RXS J01314-0827  	01 31 28.8	-08 27 02	O	      	    	     	    	 	 0.150	S1  	 	17.60	     	     	-22.2	    	    	1811
    2329	137.32	-47.29	022.8817	+14.4611	*	SDSS J01315+1427 	01 31 31.6	+14 27 40	O	      	   2	     	    	 	 0.036	S1  	 	18.74	     	     	-17.9	    	    	   2
    2330	187.53	-79.73	022.8871	-22.3728	*	MS 01291-2237    	01 31 32.9	-22 22 22	O	      	1960	     	    	 	 0.113	S1  	*	16.26	     	-0.65	-22.9	1236	1158	1960
    2331	222.94	-81.05	022.8879	-28.3264	*	2QZ J013133-2819 	01 31 33.1	-28 19 35	O	      	    	     	    	 	 0.640	S1  	*	20.37	     	-0.86	-22.7	    	 487	 487
    2332	144.55	-61.65	022.9375	 -0.4797	*	SDSS J01317-0028 	01 31 45.0	-00 28 47	O	      	   2	     	    	 	 0.051	S1  	 	19.49	     	     	-18.0	    	    	   2
    2333	238.54	-80.41	022.9479	-30.9117	*	2QZ J013147-3054 	01 31 47.5	-30 54 42	O	      	    	     	    	 	 0.445	S1  	*	20.45	     	-0.81	-21.8	    	 487	 487
    2334	249.91	-79.41	022.9600	-33.1358	*	ESO 353-G09      	01 31 50.4	-33 08 09	O	      	    	     	    	 	 0.017	S2  	 	13.70	     	     	-21.3	    	    	1252
    2335	143.64	-60.28	022.9604	 +0.9606	*	SDSS J01318+0057 	01 31 50.5	+00 57 38	O	      	   2	     	    	 	 0.152	S1  	 	19.60	     	     	-20.3	    	    	   2
    2336	136.43	-44.24	022.9638	+17.5653	*	UGC  1093SE      	01 31 51.3	+17 33 55	O	      	    	     	    	 	 0.027	S3  	 	14.40	     	     	-21.7	    	    	 507
    2337	144.05	-60.76	022.9950	 +0.4372	*	SDSS J01319+0026 	01 31 58.8	+00 26 14	O	      	   2	     	    	 	 0.301	S1  	 	20.09	     	     	-21.3	    	    	   2
    2338	222.54	-80.95	022.9979	-28.2719	*	2QZ J013159-2816 	01 31 59.5	-28 16 19	O	      	    	     	    	 	 0.489	S1  	*	20.19	     	-1.19	-22.3	    	 487	 487
    2339	153.43	-69.96	023.0146	 -9.5317	*	SDSS J01320-0931 	01 32 03.5	-09 31 54	O	      	   1	     	    	 	 0.190	S1  	 	18.47	     	     	-21.9	    	    	   1
    2340	137.92	-48.24	023.0567	+13.4408	*	SDSS J01322+1326 	01 32 13.6	+13 26 27	O	      	   1	     	    	 	 0.453	S1  	 	20.12	     	     	-22.2	    	    	   1
    2341	135.46	-40.47	023.0675	+21.4106	*	UGC  1098        	01 32 16.2	+21 24 38	O	      	    	     	    	 	 0.034	S?  	 	14.80	     	     	-21.8	2351	    	 710
    2342	144.71	-61.43	023.0808	 -0.2969	*	SDSS J01323-0017 	01 32 19.4	-00 17 49	O	      	   2	     	    	 	 0.159	S1  	 	19.48	     	     	-20.5	    	    	   2
    2343	145.36	-62.26	023.0904	 -1.1833	*	SDSS J01323-0111 	01 32 21.7	-01 11 00	O	      	   2	     	    	 	 0.096	S1  	 	19.63	     	     	-19.2	    	    	   2
    2344	143.93	-60.27	023.0946	 +0.9197	*	SDSS J01323+0055 	01 32 22.7	+00 55 11	O	      	   2	     	    	 	 0.079	S1  	 	20.09	     	     	-18.3	    	    	   2
    2345	144.13	-60.47	023.1250	 +0.7003	*	SDSS J01324+0042 	01 32 30.0	+00 42 01	O	      	   1	     	    	 	 0.152	S1  	 	19.57	     	     	-20.3	    	    	   1
    2346	145.39	-62.13	023.1446	 -1.0700	*	SDSS J01325-0104 	01 32 34.7	-01 04 12	O	      	   2	     	    	 	 0.097	S1  	 	19.84	     	     	-19.0	    	    	   2
    2347	217.90	-80.86	023.1454	-27.5444	*	2QZ J013234-2732 	01 32 34.9	-27 32 40	O	      	    	     	    	 	 0.526	S1  	*	20.41	     	-1.15	-22.2	    	 489	 489
    2348	146.15	-63.08	023.1454	 -2.0800	*	MARK  998        	01 32 34.9	-02 04 48	O	      	 191	     	    	 	 0.076	H2  	 	16.00	     	     	-22.3	1287	    	 743
    2349	239.25	-80.18	023.1471	-31.1061	*	2QZ J013235-3106 	01 32 35.3	-31 06 22	O	      	    	     	    	 	 0.291	S1  	*	20.31	     	-0.44	-21.0	    	 489	 489
    2350	137.99	-48.03	023.1567	+13.6342	*	SDSS J01326+1338 	01 32 37.6	+13 38 03	O	      	   2	     	    	 	 0.119	S1  	 	19.84	     	     	-19.5	    	    	   2
    2351	145.47	-62.16	023.1700	 -1.1097	*	SDSS J01326-0106 	01 32 40.8	-01 06 35	O	      	   2	     	    	 	 0.161	S1  	 	20.25	     	     	-19.7	    	    	   2
    2352	137.53	-46.68	023.1754	+15.0206	*	SDSS J01327+1501 	01 32 42.1	+15 01 14	O	      	   1	     	    	 	 0.170	S1  	 	20.22	     	     	-19.9	    	    	   1
    2353	144.83	-61.30	023.1762	 -0.1906	*	SDSS J01327-0011 	01 32 42.3	-00 11 26	O	      	   2	     	    	 	 0.186	S1  	 	19.42	     	     	-20.9	    	    	   2
    2354	144.53	-60.82	023.1983	 +0.3092	*	SDSS J01327+0018 	01 32 47.6	+00 18 33	O	      	   2	     	    	 	 0.115	S1  	 	19.52	     	     	-19.7	    	    	   2
    2355	144.60	-60.92	023.1992	 +0.1981	*	SDSS J01327+0011 	01 32 47.8	+00 11 53	O	      	   2	     	    	 	 0.219	S1  	 	19.57	     	     	-21.1	    	    	   2
    2356	143.17	-58.72	023.2146	 +2.5106	*	Q 0130+0215      	01 32 51.5	+02 30 38	 	      	    	     	    	 	 0.012	    	R	18.03	     	     	-15.7	1795	    	1795
    2357	154.43	-70.17	023.2221	 -9.8775	*	SDSS J01328-0952 	01 32 53.3	-09 52 39	O	      	   1	     	    	 	 0.260	S1  	 	18.97	     	     	-22.1	    	    	   1
    2358	137.54	-46.47	023.2288	+15.2206	*	SDSS J01329+1513 	01 32 54.9	+15 13 14	O	      	   1	     	    	 	 0.331	S1  	 	19.57	     	     	-22.0	    	    	   1
    2359	144.32	-60.41	023.2346	 +0.7239	*	SDSS J01329+0043 	01 32 56.3	+00 43 26	O	      	   1	     	    	 	 0.238	S1  	 	20.10	     	     	-20.8	    	    	   1
    2360	145.07	-61.46	023.2350	 -0.3803	*	SDSS J01329-0022 	01 32 56.4	-00 22 49	O	      	   1	     	    	 	 0.095	S1  	 	19.11	     	     	-19.7	    	    	   1
