#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-02-24T16:31:30
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml10681

#RESOURCE=7235
#Name: VII/235
#Title:	Quasars and Active Galactic Nuclei (11th Ed.) (Veron+, 2003)
#Table	VII_235_table1:
#Name: VII/235/table1
#Title:	Quasars (brighter than absolute magnitude -23)
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	notRadio	(A1)	[*] '*' if not detected in radio (1)	[ucd=CODE_MISC]
#Column	Name	(A17)	Most common name of the object        (link)	[ucd=ID_IDENTIFIER]
#Column	RAJ2000	(A10)	Right Ascension J2000 (hours) (see also n_RAh)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(A9)	Declination J2000 (degrees)	[ucd=POS_EQ_DEC_MAIN]
#Column	n_RAh	(A1)	[AOR] Approximative/Optical/Radio position (2)	[ucd=NOTE]
#Column	F6cm	(F6.3)	? 6cm (5GHz) flux	[ucd=PHOT_FLUX_RADIO_5G]
#Column	r_F6cm	(I4)	[1,2377]? Reference of 6cm Flux        (link)	[ucd=REFER_CODE]
#Column	F11cm	(F5.2)	? 11cm (2.7GHz) flux (Jy)	[ucd=PHOT_FLUX_RADIO_2.7G]
#Column	r_F11cm	(I4)	[1,2377]? Reference of 11cm flux        (link)	[ucd=REFER_CODE]
#Column	l_z	(A1)	[>*] limit or method flag on z (4)	[ucd=CODE_LIMIT]
#Column	z	(F6.3)	? redshift	[ucd=REDSHIFT_HC]
#Column	Sp	(A4)	[S0-9?HPBLbhin. ] Spectrum classification (3)	[ucd=SPECT_TYPE_GENERAL]
#Column	n_Vmag	(A1)	[*RIO] Photographic(*), red(R), infra-red (I) or photographic O- or J- plates(O)	[ucd=NOTE]
#Column	Vmag	(F5.2)	? magnitude, V or other (see n_Vmag)	[ucd=PHOT_JHN_V]
#Column	B-V	(F5.2)	? colour index	[ucd=PHOT_JHN_B-V]
#Column	U-B	(F5.2)	? colour index	[ucd=PHOT_JHN_U-B]
#Column	Mabs	(F5.1)	? Absolute magnitude	[ucd=PHOT_ABS-MAG_BAND]
#Column	FC	(I4)	[1,2377]? Reference of the Finding Chart	[ucd=REFER_CODE]
#Column	r_Vmag	(I4)	[1,2377]? Reference of the Photometry        (link)	[ucd=REFER_CODE]
#Column	r_z	(I4)	[1,2377]? Reference of the redshift        (link)	[ucd=REFER_CODE]

recno	_Glon	_Glat	_RAJ2000	_DEJ2000	notRadio	Name	RAJ2000	DEJ2000	n_RAh	F6cm	r_F6cm	F11cm	r_F11cm	l_z	z	Sp	n_Vmag	Vmag	B-V	U-B	Mabs	FC	r_Vmag	r_z
    2986	326.05	-85.69	010.8842	-31.0794	*	Q 0041-3121      	00 43 32.2	-31 04 46	O	      	    	     	    	 	 2.313	    	*	19.43	     	     	-27.0	    	    	 487
    2987	312.85	-80.72	010.8854	-36.2522	*	Q 0041-3631      	00 43 32.5	-36 15 08	 	      	    	     	    	*	 2.830	    	*	19.79	     	     	-27.5	    	    	 970
    2988	118.67	-62.39	010.8854	 +0.4167	 	PKS 0041+001     	00 43 32.5	+00 25 00	O	 0.095	 778	 0.08	2155	 	 1.127	    	O	19.60	     	     	-24.9	 227	    	2265
    2989	310.95	-78.83	010.8887	-38.1772	*	Q 0041-3827      	00 43 33.3	-38 10 38	O	      	    	     	    	*	 1.280	    	O	19.20	     	     	-25.6	    	    	 583
    2990	335.11	-86.79	010.8888	-29.8322	*	2QZ J004333-2949 	00 43 33.3	-29 49 56	O	      	    	     	    	 	 2.040	    	*	20.00	     	-0.09	-26.0	    	 487	 487
    2991	332.57	-86.56	010.8912	-30.1078	*	2QZ J004333-3006 	00 43 33.9	-30 06 28	O	      	    	     	    	 	 0.962	    	*	20.69	     	-0.44	-23.5	    	 487	 487
    2992	318.22	-83.74	010.8929	-33.1494	*	Q 0041-3325      	00 43 34.3	-33 08 58	 	      	    	     	    	*	 2.490	    	*	19.83	     	     	-26.8	    	    	 970
    2993	309.79	-77.25	010.8933	-39.7736	*	Q 0041-4002      	00 43 34.4	-39 46 25	O	      	    	     	    	*	 1.940	    	O	18.60	     	     	-27.2	    	    	 583
    2994	329.63	-86.23	010.8938	-30.4844	*	Q 0041-3045A     	00 43 34.5	-30 29 04	O	      	    	     	    	 	 2.476	    	O	19.70	     	     	-27.0	    	    	 487
    2995	333.68	-86.67	010.8963	-29.9747	*	2QZ J004335-2958 	00 43 35.1	-29 58 29	O	      	    	     	    	 	 2.924	    	*	20.46	     	 0.45	-27.0	    	 487	 487
    2996	342.62	-87.32	010.8983	-29.1781	*	2QZ J004335-2910 	00 43 35.6	-29 10 41	O	      	    	     	    	 	 1.399	    	*	20.63	     	-1.12	-24.4	    	 487	 487
    2997	320.63	-84.54	010.8987	-32.3142	*	Q 0041-3235      	00 43 35.7	-32 18 51	 	      	    	     	    	*	 2.300	    	*	19.41	     	     	-27.0	    	    	 970
    2998	309.08	-76.06	010.9008	-40.9731	*	Q 0041-4114      	00 43 36.2	-40 58 23	 	      	    	     	    	*	 2.100	    	*	20.14	     	     	-25.9	    	    	 970
    2999	310.10	-77.78	010.9067	-39.2375	 	PKS 0041-395     	00 43 37.6	-39 14 15	O	 0.123	 777	 0.20	 225	*	 1.690	    	 	20.00	     	     	-25.5	1745	    	1745
    3000	317.98	-83.70	010.9067	-33.2019	*	Q 0041-3328      	00 43 37.6	-33 12 07	 	      	    	     	    	*	 1.950	    	*	19.68	     	     	-26.2	    	    	 970
    3001	120.19	-46.74	010.9075	+16.0917	*	SDSS J00436+1605 	00 43 37.8	+16 05 30	O	      	   1	     	    	 	 1.987	    	 	20.59	     	     	-25.3	    	    	   1
    3002	311.40	-79.43	010.9083	-37.5650	*	Q 0041-3750      	00 43 38.0	-37 33 54	O	      	    	     	    	 	 1.070	    	*	17.69	 0.34	-0.43	-26.4	    	 484	 484
    3003	118.67	-62.72	010.9096	 +0.0900	*	SDSSp J00436+0005	00 43 38.3	+00 05 24	O	      	1802	     	    	 	 0.821	    	 	19.08	     	     	-24.7	    	    	1802
    3004	326.43	-85.80	010.9100	-30.9631	*	2QZ J004338-3057 	00 43 38.4	-30 57 47	O	      	    	     	    	 	 1.593	    	*	19.95	     	-0.62	-25.4	    	 487	 487
    3005	066.76	-87.89	010.9104	-25.9403	*	Q 0041-262       	00 43 38.5	-25 56 25	O	      	    	     	    	 	 1.720	    	*	19.96	-0.31	-0.07	-25.9	    	2180	2180
    3006	118.52	-63.78	010.9104	 -0.9706	*	SDSSp J00436-0058	00 43 38.5	-00 58 14	O	      	1802	     	    	 	 0.559	S1n 	 	18.94	     	     	-23.8	    	    	2241
    3007	315.60	-82.64	010.9104	-34.2964	*	Q 0041-3434      	00 43 38.5	-34 17 47	O	      	    	     	    	 	 1.478	    	*	18.21	 0.27	-0.76	-26.7	    	 484	 484
    3008	354.38	-87.81	010.9129	-28.4783	*	2QZ J004339-2828 	00 43 39.1	-28 28 42	O	      	    	     	    	 	 1.509	    	*	20.70	     	-0.25	-24.5	    	 489	 489
    3009	120.05	-49.08	010.9138	+13.7433	*	SDSS J00436+1344 	00 43 39.3	+13 44 36	O	      	   1	     	    	 	 0.527	    	 	19.57	     	     	-23.0	    	    	   1
    3010	332.51	-86.59	010.9150	-30.0800	*	Q 0041-3021      	00 43 39.6	-30 04 48	O	      	    	     	    	 	 1.512	    	O	19.70	     	     	-25.5	    	    	 487
    3011	350.15	-87.68	010.9179	-28.6914	*	2QZ J004340-2841 	00 43 40.3	-28 41 29	O	      	    	     	    	 	 2.432	    	*	20.49	     	-0.82	-26.1	    	 489	 489
    3012	309.33	-76.63	010.9221	-40.3975	*	Q 0041-4040      	00 43 41.3	-40 23 51	O	      	    	     	    	*	 1.630	    	O	19.10	     	     	-26.3	    	    	 583
    3013	324.90	-85.57	010.9225	-31.2239	*	2QZ J004341-3113 	00 43 41.4	-31 13 26	O	      	    	     	    	 	 0.713	    	*	19.86	     	-0.77	-23.5	    	 487	 487
    3014	357.08	-87.90	010.9229	-28.3464	*	Q 0041-2837      	00 43 41.5	-28 20 47	 	      	    	     	    	*	 2.230	    	*	18.49	     	     	-27.7	    	    	 970
    3015	056.24	-88.12	010.9283	-26.3697	*	Q 0041-2638      	00 43 42.8	-26 22 11	O	      	    	     	    	 	 3.053	    	*	17.79	 0.41	-0.05	-29.5	    	2179	1416
    3016	311.47	-79.62	010.9288	-37.3822	*	Q 0041-3739      	00 43 42.9	-37 22 56	 	      	    	     	    	*	 1.950	    	*	19.53	     	     	-26.3	    	    	 970
    3017	313.53	-81.45	010.9342	-35.5225	*	Q 0041-3547      	00 43 44.2	-35 31 21	 	      	    	     	    	*	 2.320	    	*	19.96	     	     	-26.5	    	    	 970
    3018	120.15	-48.09	010.9350	+14.7442	*	SDSS J00437+1444 	00 43 44.4	+14 44 39	O	      	   1	     	    	 	 1.298	    	 	19.51	     	     	-25.4	    	    	   1
    3019	325.06	-85.63	010.9354	-31.1669	*	2QZ J004344-3110 	00 43 44.5	-31 10 01	O	      	    	     	    	 	 1.895	    	*	19.81	     	-0.75	-26.0	    	 487	 487
    3020	332.93	-86.67	010.9354	-30.0022	*	2QZ J004344-3000A	00 43 44.5	-30 00 08	O	      	    	     	    	 	 1.557	    	*	20.32	     	-0.40	-25.0	    	 487	 487
    3021	332.89	-86.66	010.9362	-30.0053	*	2QZ J004344-3000B	00 43 44.7	-30 00 19	O	      	    	     	    	 	 1.351	    	*	20.84	     	-0.78	-24.1	    	 487	 487
    3022	321.99	-84.99	010.9367	-31.8489	*	2QZ J004344-3150 	00 43 44.8	-31 50 56	O	      	    	     	    	 	 0.763	    	*	20.31	     	-0.44	-23.2	    	 487	 487
    3023	068.74	-87.87	010.9371	-25.8672	*	Q 0041-2608      	00 43 44.9	-25 52 02	O	      	    	     	    	 	 1.720	    	R	19.50	     	     	-25.6	    	    	2242
    3024	309.38	-76.82	010.9375	-40.2125	*	Q 0041-4029      	00 43 45.0	-40 12 45	 	      	    	     	    	*	 1.900	    	*	19.10	     	     	-26.7	    	    	 970
    3025	346.91	-87.58	010.9375	-28.8597	*	2QZ J004345-2851 	00 43 45.0	-28 51 35	O	      	    	     	    	 	 1.984	    	*	20.82	     	-1.22	-25.1	    	 489	 489
    3026	330.86	-86.45	010.9379	-30.2483	*	2QZ J004345-3014 	00 43 45.1	-30 14 54	O	      	    	     	    	 	 1.462	    	*	20.24	     	-0.76	-24.9	    	 487	 487
    3027	328.14	-86.12	010.9387	-30.6275	*	Q 0041-309       	00 43 45.3	-30 37 39	O	      	    	     	    	 	 2.830	    	*	19.62	 0.13	 0.50	-27.6	    	2180	2180
    3028	311.15	-79.32	010.9404	-37.6872	*	Q 0041-3757      	00 43 45.7	-37 41 14	 	      	    	     	    	*	 2.350	    	*	20.22	     	     	-26.3	    	    	 970
    3029	063.39	-88.01	010.9471	-26.1056	*	Q 0041-2622      	00 43 47.3	-26 06 20	O	      	    	     	    	 	 2.180	    	O	19.80	     	     	-26.4	    	    	2242
    3030	333.02	-86.70	010.9496	-29.9717	 	2QZ J004347-2958 	00 43 47.9	-29 58 18	O	      	 487	     	    	 	 0.784	    	*	19.82	     	-0.73	-23.7	    	 487	 487
    3031	328.76	-86.22	010.9512	-30.5142	*	Q 0041-3047      	00 43 48.3	-30 30 51	O	      	    	     	    	 	 2.235	    	 	20.70	     	     	-25.5	    	    	 487
    3032	339.21	-87.19	010.9550	-29.3772	*	2QZ J004349-2922 	00 43 49.2	-29 22 38	O	      	    	     	    	 	 0.701	    	*	20.02	     	-0.57	-23.3	    	 489	 489
    3033	116.71	-72.41	010.9563	 -9.6289	*	SDSS J00438-0937 	00 43 49.5	-09 37 44	O	      	   1	     	    	 	 2.130	    	 	18.83	     	     	-27.3	    	    	   1
    3034	023.32	-88.29	010.9617	-27.4008	*	2QZ J004350-2724 	00 43 50.8	-27 24 03	O	      	    	     	    	 	 2.160	    	*	19.88	     	-0.60	-26.3	    	 489	 489
    3035	320.94	-84.80	010.9637	-32.0644	*	2QZ J004351-3203 	00 43 51.3	-32 03 52	O	      	    	     	    	 	 2.086	    	*	18.89	     	-0.74	-27.2	    	 487	 487
    3036	354.01	-87.86	010.9638	-28.4614	 	Q 0041-2844      	00 43 51.3	-28 27 41	O	 0.081	 787	     	    	 	 0.839	    	*	18.79	-0.51	 0.21	-25.6	    	2179	1416
    3037	041.60	-88.29	010.9663	-26.8581	*	Q 0041-2707      	00 43 51.9	-26 51 29	O	      	    	     	    	 	 2.786	    	*	17.83	 0.13	 0.08	-29.2	 864	2179	1416
    3038	309.32	-76.93	010.9729	-40.1053	*	Q 0041-4022      	00 43 53.5	-40 06 19	 	      	    	     	    	*	 2.200	    	*	19.84	     	     	-26.3	    	    	 970
    3039	323.22	-85.36	010.9754	-31.4664	*	2QZ J004354-3127 	00 43 54.1	-31 27 59	O	      	    	     	    	 	 1.869	    	*	20.54	     	-0.02	-25.2	    	 489	 489
    3040	308.43	-75.19	010.9771	-41.8553	*	Q 0041-4207      	00 43 54.5	-41 51 19	 	      	    	     	    	*	 1.950	    	*	19.57	     	     	-26.3	    	    	 970
    3041	311.01	-79.35	010.9783	-37.6622	*	Q 0041-3756      	00 43 54.8	-37 39 44	O	      	    	     	    	*	 1.590	    	O	18.60	     	     	-26.8	    	    	 583
    3042	347.31	-87.65	010.9817	-28.7975	*	Q 0041-2904      	00 43 55.6	-28 47 51	O	      	    	     	    	 	 0.674	    	*	17.80	     	-0.61	-25.4	    	 484	1416
    3043	309.39	-77.12	010.9854	-39.9167	*	Q 0041-4011      	00 43 56.5	-39 55 00	 	      	    	     	    	*	 2.350	    	*	19.46	     	     	-27.0	    	    	 970
    3044	308.04	-74.37	010.9900	-42.6836	*	Q 0041-4257      	00 43 57.6	-42 41 01	 	      	    	     	    	*	 2.250	    	*	19.68	     	     	-26.5	    	    	 970
    3045	332.72	-86.75	010.9942	-29.9408	*	2QZ J004358-2956 	00 43 58.6	-29 56 27	O	      	    	     	    	 	 2.421	    	*	20.54	     	 0.11	-26.1	    	 487	 487
    3046	069.87	-87.90	010.9954	-25.8547	*	CT  34           	00 43 58.9	-25 51 17	O	      	    	     	    	 	 2.501	    	*	17.30	-0.10	     	-29.5	1792	1398	1583
    3047	121.08	-31.22	010.9992	+31.6222	 	RXS J00440+3137  	00 43 59.8	+31 37 20	O	 0.041	 778	     	    	 	 0.631	    	O	17.50	     	     	-25.5	    	    	1168
    3048	116.89	-72.32	011.0004	 -9.5331	 	SDSS J00440-0932 	00 44 00.1	-09 31 59	O	      	   1	     	    	 	 3.188	    	 	20.91	     	     	-27.0	    	    	   1
    3049	120.24	-48.14	011.0008	+14.6958	*	SDSS J00440+1441 	00 44 00.2	+14 41 45	O	      	   1	     	    	 	 1.344	    	 	20.62	     	     	-24.3	    	    	   1
    3050	314.30	-82.23	011.0021	-34.7289	*	Q 0041-3500      	00 44 00.5	-34 43 44	 	      	    	     	    	*	 2.200	    	*	19.81	     	     	-26.3	    	    	 970
    3051	103.91	-84.72	011.0054	-22.1286	*	KUV 00415-2224   	00 44 01.3	-22 07 43	O	      	    	     	    	 	 1.313	    	O	16.50	     	     	-28.4	1107	    	 503
    3052	308.23	-74.96	011.0071	-42.0947	*	Q 0041-4222      	00 44 01.7	-42 05 41	 	      	    	     	    	*	 2.140	    	*	20.00	     	     	-26.1	    	    	 970
    3053	338.70	-87.24	011.0079	-29.3569	*	Q 0041-2937      	00 44 01.9	-29 21 25	 	      	    	     	    	*	 2.230	    	*	19.68	     	     	-26.5	    	    	 970
    3054	309.37	-77.21	011.0079	-39.8250	*	Q 0041-4005      	00 44 01.9	-39 49 30	 	      	    	     	    	*	 1.980	    	*	18.48	     	     	-27.4	    	    	 970
    3055	321.55	-85.07	011.0100	-31.7869	*	2QZ J004402-3147 	00 44 02.4	-31 47 13	O	      	    	     	    	 	 1.682	    	*	19.52	     	-0.96	-25.9	    	 489	 489
    3056	327.74	-86.21	011.0133	-30.5569	*	2QZ J004403-3033 	00 44 03.2	-30 33 25	O	      	    	     	    	 	 2.228	    	*	20.74	     	-0.41	-25.4	    	 487	 487
    3057	120.29	-47.63	011.0146	+15.2000	*	SDSS J00440+1511 	00 44 03.5	+15 12 00	O	      	   1	     	    	 	 1.778	    	 	19.09	     	     	-26.5	    	    	   1
    3058	309.85	-78.04	011.0196	-38.9872	*	Q 0041-3915      	00 44 04.7	-38 59 14	 	      	    	     	    	*	 2.250	    	*	19.91	     	     	-26.3	    	    	 970
    3059	317.68	-83.93	011.0196	-32.9886	*	Q 0041-3315      	00 44 04.7	-32 59 19	 	      	    	     	    	*	 2.200	    	*	19.98	     	     	-26.1	    	    	 970
    3060	321.47	-85.08	011.0200	-31.7842	*	2QZ J004404-3147 	00 44 04.8	-31 47 03	O	      	    	     	    	 	 2.789	    	*	19.80	     	-0.07	-27.4	    	 487	 487
    3061	119.11	-61.26	011.0204	 +1.5617	*	HS 0041+0117     	00 44 04.9	+01 33 42	O	      	    	     	    	 	 0.426	    	O	17.20	     	     	-24.9	 115	    	 611
    3062	314.42	-82.39	011.0221	-34.5778	*	Q 0041-3451      	00 44 05.3	-34 34 40	 	      	    	     	    	*	 1.970	    	*	19.66	     	     	-26.2	    	    	 970
    3063	047.14	-88.31	011.0246	-26.7014	*	Q 0041-2658      	00 44 05.9	-26 42 05	O	      	    	     	    	 	 2.457	    	*	18.54	     	-0.47	-28.1	    	 484	1416
    3064	309.48	-77.49	011.0250	-39.5406	*	Q 0041-3948      	00 44 06.0	-39 32 26	O	      	    	     	    	*	 1.920	    	O	19.70	     	     	-26.1	    	    	 583
    3065	015.21	-88.30	011.0263	-27.6353	*	Q 0041-2754      	00 44 06.3	-27 38 07	 	      	    	     	    	 	 1.112	    	*	20.03	     	-0.46	-24.4	    	    	1153
    3066	328.34	-86.32	011.0267	-30.4444	*	2QZ J004406-3026 	00 44 06.4	-30 26 40	O	      	    	     	    	 	 2.203	    	*	19.68	     	-0.30	-26.5	    	 487	 487
    3067	324.38	-85.71	011.0304	-31.1061	*	2QZ J004407-3106 	00 44 07.3	-31 06 22	O	      	    	     	    	 	 1.418	    	*	20.32	     	-0.88	-24.8	    	 487	 487
    3068	347.92	-87.73	011.0325	-28.7194	*	Q 0041-2859      	00 44 07.8	-28 43 10	O	      	    	     	    	 	 2.134	    	R	17.91	     	     	-27.8	    	1852	1416
    3069	351.63	-87.86	011.0338	-28.5258	*	2QZ J004408-2831 	00 44 08.1	-28 31 33	O	      	    	     	    	 	 1.596	    	*	19.43	     	-0.92	-25.9	    	 487	 487
    3070	318.62	-84.31	011.0354	-32.5950	*	Q 0041-3252      	00 44 08.5	-32 35 42	 	      	    	     	    	*	 2.680	    	*	18.92	     	     	-28.1	    	    	 970
    3071	328.91	-86.41	011.0379	-30.3436	*	2QZ J004409-3020 	00 44 09.1	-30 20 37	O	      	    	     	    	 	 1.184	    	*	20.70	     	-0.32	-23.9	    	 487	 487
    3072	018.64	-88.33	011.0396	-27.5275	*	Q 0041-2748      	00 44 09.5	-27 31 39	 	      	    	     	    	 	 1.384	    	*	19.80	     	-1.26	-25.2	    	    	1153
    3073	030.02	-88.38	011.0433	-27.1986	*	Q 0041-2728      	00 44 10.4	-27 11 55	 	      	    	     	    	 	 0.381	    	*	18.81	     	-1.00	-23.1	    	    	1153
    3074	338.62	-87.29	011.0442	-29.3203	*	2QZ J004410-2919 	00 44 10.6	-29 19 13	O	      	    	     	    	 	 1.620	    	*	20.36	     	-0.72	-25.0	    	 487	 487
    3075	117.06	-72.22	011.0446	 -9.4350	*	SDSS J00441-0926 	00 44 10.7	-09 26 06	O	      	   1	     	    	 	 2.283	    	 	21.05	     	     	-25.2	    	    	   1
    3076	119.13	-61.57	011.0508	 +1.2514	*	SDSSp J00442+0115	00 44 12.2	+01 15 05	O	      	1802	     	    	 	 1.399	    	 	18.56	     	     	-26.5	    	    	1802
    3077	004.62	-88.19	011.0525	-27.9764	*	2QZ J004412-2758 	00 44 12.6	-27 58 35	O	      	    	     	    	 	 2.490	    	*	20.79	     	-0.35	-25.9	    	 489	 489
    3078	323.75	-85.65	011.0537	-31.1836	*	2QZ J004412-3111 	00 44 12.9	-31 11 01	O	      	    	     	    	 	 1.716	    	*	20.69	     	-0.30	-24.8	    	 487	 487
    3079	341.70	-87.48	011.0558	-29.0800	*	Q 0041-2921      	00 44 13.4	-29 04 48	O	      	    	     	    	 	 2.059	    	O	19.10	     	     	-26.9	    	    	 487
    3080	119.10	-61.96	011.0571	 +0.8614	 	1WGA J0044.2+0051	00 44 13.7	+00 51 41	O	      	 331	     	    	 	 0.930	    	 	     	     	     	     	    	    	 331
    3081	331.69	-86.75	011.0571	-29.9631	*	2QZ J004413-2957 	00 44 13.7	-29 57 47	O	      	    	     	    	 	 0.738	    	*	18.89	     	-0.66	-24.5	    	 487	 487
    3082	118.89	-63.52	011.0583	 -0.7058	*	SDSSp J00442-0042	00 44 14.0	-00 42 21	O	      	1802	     	    	 	 1.700	    	 	21.29	     	     	-24.2	    	    	1802
    3083	310.53	-79.18	011.0596	-37.8394	*	Q 0041-3806      	00 44 14.3	-37 50 22	 	      	    	     	    	*	 2.180	    	*	20.07	     	     	-26.1	    	    	 970
    3084	309.08	-77.03	011.0617	-40.0103	*	Q 0041-4017      	00 44 14.8	-40 00 37	 	      	    	     	    	*	 2.040	    	*	19.92	     	     	-26.1	    	    	 970
    3085	309.01	-76.91	011.0629	-40.1342	*	Q 0041-4024      	00 44 15.1	-40 08 03	 	      	    	     	    	*	 2.140	    	*	19.82	     	     	-26.3	    	    	 970
    3086	357.87	-88.07	011.0638	-28.2272	*	2QZ J004415-2813 	00 44 15.3	-28 13 38	O	      	    	     	    	 	 1.129	    	*	20.35	     	-1.26	-24.2	    	 489	 489
    3087	329.51	-86.53	011.0658	-30.2164	*	2QZ J004415-3013 	00 44 15.8	-30 12 59	O	      	    	     	    	 	 1.504	    	*	19.22	     	-0.38	-26.0	    	 487	 487
    3088	332.00	-86.80	011.0671	-29.9128	*	2QZ J004416-2954 	00 44 16.1	-29 54 46	O	      	    	     	    	 	 1.333	    	*	20.09	     	-0.75	-24.8	    	 487	 487
    3089	323.28	-85.60	011.0712	-31.2436	*	6QZ J004417-3114 	00 44 17.1	-31 14 37	O	      	    	     	    	 	 2.342	    	*	17.99	     	-0.40	-28.5	    	 489	 489
    3090	120.39	-47.29	011.0733	+15.5489	*	SDSS J00442+1532 	00 44 17.6	+15 32 56	O	      	   1	     	    	 	 2.063	    	 	19.68	     	     	-26.4	    	    	   1
    3091	322.23	-85.39	011.0742	-31.4697	*	Q 0041-3144      	00 44 17.8	-31 28 11	 	      	    	     	    	*	 2.610	    	*	19.85	     	     	-27.1	    	    	 970
    3092	327.51	-86.30	011.0750	-30.4808	*	2QZ J004418-3028 	00 44 18.0	-30 28 51	O	      	    	     	    	 	 1.606	    	*	20.73	     	-0.78	-24.6	    	 487	 487
    3093	324.68	-85.87	011.0750	-30.9561	*	CT  40           	00 44 18.0	-30 57 22	O	      	    	     	    	 	 1.709	    	*	18.01	     	     	-27.5	 339	    	 489
    3094	327.42	-86.29	011.0775	-30.4897	*	Q 0041-3045B     	00 44 18.6	-30 29 23	O	      	    	     	    	*	 2.900	    	R	20.00	     	     	-26.5	    	    	 583
    3095	020.56	-88.38	011.0775	-27.4639	*	2QZ J004418-2727 	00 44 18.6	-27 27 50	O	      	    	     	    	 	 1.002	    	*	20.10	     	-0.84	-24.1	    	 489	 489
    3096	117.30	-71.80	011.0792	 -9.0025	 	FIRST J00443-0900	00 44 19.0	-09 00 09	O	      	 165	     	    	 	 0.965	    	 	19.28	     	     	-24.9	    	    	 165
    3097	312.50	-81.29	011.0837	-35.7022	*	Q 0041-3558      	00 44 20.1	-35 42 08	 	      	    	     	    	*	 2.100	    	*	20.09	     	     	-26.0	    	    	 970
    3098	323.94	-85.77	011.0887	-31.0703	*	2QZ J004421-3104 	00 44 21.3	-31 04 13	O	      	    	     	    	 	 0.725	    	*	19.29	     	-0.72	-24.1	    	 487	 487
    3099	330.68	-86.71	011.0896	-30.0314	*	2QZ J004421-3001 	00 44 21.5	-30 01 53	O	      	    	     	    	 	 1.440	    	*	19.89	     	-0.71	-25.2	    	 487	 487
    3100	328.08	-86.41	011.0908	-30.3697	*	2QZ J004421-3022 	00 44 21.8	-30 22 11	O	      	    	     	    	 	 1.945	    	*	20.21	     	-0.98	-25.6	    	 487	 487
    3101	321.51	-85.28	011.0963	-31.5894	*	2QZ J004423-3135 	00 44 23.1	-31 35 22	O	      	    	     	    	 	 1.404	    	*	19.08	     	-1.17	-26.0	    	 487	 487
    3102	007.45	-88.27	011.0971	-27.8597	*	2QZ J004423-2751 	00 44 23.3	-27 51 35	O	      	    	     	    	 	 2.122	    	*	19.81	     	-0.55	-26.3	    	 489	 489
    3103	335.27	-87.13	011.0979	-29.5383	*	2QZ J004423-2932 	00 44 23.5	-29 32 18	O	      	    	     	    	 	 1.056	    	*	19.96	     	-0.76	-24.4	    	 489	 489
    3104	000.61	-88.16	011.1004	-28.0992	*	2QZ J004424-2805 	00 44 24.1	-28 05 57	O	      	    	     	    	 	 2.251	    	*	19.78	     	 0.33	-26.4	    	 489	 489
    3105	308.60	-76.36	011.1004	-40.6892	*	Q 0042-4057      	00 44 24.1	-40 41 21	 	      	    	     	    	*	 2.430	    	*	20.32	     	     	-26.3	    	    	 970
    3106	311.50	-80.47	011.1004	-36.5417	*	Q 0041-3648      	00 44 24.1	-36 32 30	 	      	    	     	    	*	 1.880	    	*	19.29	     	     	-26.5	    	    	 970
    3107	328.18	-86.44	011.1012	-30.3369	*	2QZ J004424-3020 	00 44 24.3	-30 20 13	O	      	    	     	    	 	 0.842	    	*	18.32	     	 0.04	-25.5	    	 487	 487
    3108	339.67	-87.43	011.1017	-29.1739	*	Q 0041-2926      	00 44 24.4	-29 10 26	O	      	    	     	    	*	 2.010	    	O	20.70	     	     	-25.3	    	    	 583
    3109	119.39	-60.29	011.1021	 +2.5300	*	Q 0041+0215      	00 44 24.5	+02 31 48	O	      	    	     	    	 	 2.925	    	R	19.41	     	     	-27.2	1795	    	1795
    3110	345.38	-87.72	011.1033	-28.8000	*	Q 0041-2904      	00 44 24.8	-28 48 00	O	      	    	     	    	 	 1.186	    	O	19.40	     	     	-25.2	    	    	 487
    3111	329.98	-86.66	011.1067	-30.0892	*	2QZ J004425-3005 	00 44 25.6	-30 05 21	O	      	    	     	    	 	 1.323	    	*	20.25	     	-0.60	-24.7	    	 487	 487
    3112	309.84	-78.57	011.1158	-38.4597	*	Q 0042-3843      	00 44 27.8	-38 27 35	O	      	    	     	    	 	 1.562	    	*	17.95	 0.21	-0.45	-27.1	    	 484	 484
    3113	319.14	-84.71	011.1167	-32.1986	*	2QZ J004428-3211 	00 44 28.0	-32 11 55	O	      	    	     	    	 	 2.082	    	*	20.51	     	-0.42	-25.5	    	 489	 489
    3114	091.02	-87.00	011.1171	-24.5719	*	CT  43           	00 44 28.1	-24 34 19	O	      	    	     	    	 	 0.807	    	*	17.40	 0.10	     	-26.3	 339	1398	1583
