#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-05-20T16:50:48
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml7638
#INFO	CatalogsExamined=14
#  14 catalogues with potential matches were examined
#
#INFO	Target=308.200000+41.000000,rm=600.

#RESOURCE=9028
#Name: IX/28A
#Title:	ROSAT HRI Pointed Observations (1RXH) (ROSAT Team, 2000)
#Table	IX_28A_hricat:
#Name: IX/28A/hricat
#Title:	ROSAT Source Catalog of Pointed Observations with the High Resolution Imager (1RXH)
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_r	(F8.5)	Distance from center (RAJ2000=308.2000, DEJ2000=+41.0000)	[ucd=POS_ANG_DIST_GENERAL]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	n_1RXH	(I2)	? Number of sources sharing a common 1RXH name        (link)	[ucd=NOTE]
#Column	1RXH	(A21)	Name of catalogued detection        (link)	[ucd=ID_MAIN]
#Column	ErrPos	(I3)	Total positional error	[ucd=ERROR]
#Column	CRate	(E9.2)	Estimate of net count rate	[ucd=PHOT_COUNT-RATE_X]
#Column	e_CRate	(E8.1)	? Mean error on CRate	[ucd=ERROR]
#Column	varFlag	(A1)	[NTP] Source variability	[ucd=CODE_VARIAB]
#Column	SRCflags	(A13)	[.cdefiu_mnpavw] Source flags	[ucd=CODE_MISC]
#Column	SEQflags	(A8)	[.DABEFMS_+] Sequence flags	[ucd=CODE_MISC]
#Column	Comment	(A5)	Source comment	[ucd=REMARKS]
#Column	begDate	(A10)	Observation start date	[ucd=TIME_DATE]
#Column	RAJ2000	(F8.4)	Source Right Ascension (J2000)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(F8.4)	Source Declination (J2000)	[ucd=POS_EQ_DEC_MAIN]

recno	_r	_Glon	_Glat	_RAJ2000	_DEJ2000	n_1RXH	1RXH	ErrPos	CRate	e_CRate	varFlag	SRCflags	SEQflags	Comment	begDate	RAJ2000	DEJ2000
   97717	 9.61867	074.93	-07.56	312.5190	+32.0258	  	1RXH J205004.5+320132	  4	 4.89e-02	 3.8e-03	N	..e.i._.npav.	D.B...._	     	1992-05-22	312.5190	+32.0258
   97713	 9.61473	074.93	-07.56	312.5148	+32.0287	  	1RXH J205003.5+320143	  4	 3.53e-02	 2.6e-03	N	..e.i._.npav.	D.BE..._	     	1991-11-06	312.5148	+32.0287
   97590	 9.52430	074.93	-07.45	312.4182	+32.0954	  	1RXH J204940.3+320543	  3	 8.21e-02	 4.7e-03	N	..efi._m.pav.	..B.FM._	     	1996-05-13	312.4182	+32.0954
   97410	 9.40177	074.93	-07.31	312.2851	+32.1856	  	1RXH J204908.4+321108	  3	 3.11e-02	 2.8e-03	N	..efi._m.pav.	..B.FM._	     	1996-05-13	312.2851	+32.1856
   97901	 9.72201	074.93	-07.68	312.6321	+31.9508	  	1RXH J205031.7+315702	  5	 1.60e-02	 2.7e-03	N	..efi._m.pav.	..B.F.._	     	1996-05-12	312.6321	+31.9508
   97657	 9.57031	074.93	-07.50	312.4689	+32.0619	  	1RXH J204952.5+320342	  4	 3.76e-02	 6.7e-03	T	..e.i._.npav.	..BEF.._	     	1994-04-27	312.4689	+32.0619
   97714	 9.61213	074.93	-07.55	312.5146	+32.0314	  	1RXH J205003.5+320153	  6	 3.21e-02	 7.5e-03	N	..e.i._.npav.	..BEF.._	     	1994-04-27	312.5146	+32.0314
   97632	 9.55685	074.93	-07.49	312.4551	+32.0720	  	1RXH J204949.2+320419	  5	 3.65e-02	 6.4e-03	N	..e.iu_.npav.	..BEF.._	     	1994-04-27	312.4551	+32.0720
   97635	 9.55783	074.93	-07.49	312.4562	+32.0713	  	1RXH J204949.4+320416	  4	 4.35e-02	 6.8e-03	N	..e.i._.npav.	..BEF.._	     	1994-04-27	312.4562	+32.0713
   97768	 9.64324	074.93	-07.59	312.5484	+32.0087	  	1RXH J205011.6+320031	  4	 6.31e-02	 4.3e-03	N	..e.i._.npav.	D.B...._	     	1992-05-22	312.5484	+32.0087
   97676	 9.58793	074.93	-07.53	312.4890	+32.0493	  	1RXH J204957.3+320257	  5	 3.49e-02	 7.0e-03	N	..e.i._.npav.	..BEF.._	     	1994-04-27	312.4890	+32.0493
   97666	 9.57812	074.93	-07.51	312.4794	+32.0568	  	1RXH J204955.0+320324	  3	 2.12e-01	 7.9e-03	N	..efi._m.pav.	..B.FM._	     	1996-05-13	312.4794	+32.0568
   97507	 9.46055	074.93	-07.38	312.3541	+32.1438	  	1RXH J204924.9+320837	  3	 2.11e-02	 6.1e-03	T	......_.n....	..BEF.._	     	1994-04-27	312.3541	+32.1438
   97674	 9.58366	074.93	-07.52	312.4882	+32.0536	  	1RXH J204957.1+320313	  3	 5.09e-02	 3.6e-03	N	..e.i._.npav.	D.B...._	     	1992-05-22	312.4882	+32.0536
   97681	 9.58794	074.93	-07.53	312.4936	+32.0507	  	1RXH J204958.4+320302	  6	 3.67e-02	 7.1e-03	N	..e.iu_.npav.	..BEF.._	     	1994-04-27	312.4936	+32.0507
   97675	 9.58295	074.93	-07.52	312.4887	+32.0545	  	1RXH J204957.2+320316	  4	 4.99e-02	 3.6e-03	N	..e.iu_.npav.	D.B...._	     	1992-05-22	312.4887	+32.0545
   97735	 9.62066	074.94	-07.57	312.5311	+32.0274	  	1RXH J205007.4+320138	  6	 3.09e-02	 7.7e-03	N	..e.i._.np...	..BEF.._	     	1994-04-27	312.5311	+32.0274
   97809	 9.66594	074.94	-07.62	312.5803	+31.9944	  	1RXH J205019.2+315939	  5	 7.10e-02	 4.6e-03	N	..e.i._.npav.	D.B...._	     	1992-05-22	312.5803	+31.9944
   95347	 5.00047	074.94	+01.07	304.0764	+37.1567	  	1RXH J201618.3+370924	  3	 6.68e-04	 2.4e-04	T	.....u_.n....	.....M._	     	1994-11-12	304.0764	+37.1567
   95346	 5.00023	074.94	+01.07	304.0761	+37.1572	  	1RXH J201618.2+370925	  2	 6.47e-04	 2.4e-04	T	......_.n....	.....M._	     	1994-11-12	304.0761	+37.1572
   97822	 9.67184	074.94	-07.63	312.5883	+31.9906	  	1RXH J205021.1+315926	  4	 3.09e-02	 3.5e-03	N	..efi._m.pav.	..B.F.._	     	1996-05-12	312.5883	+31.9906
   97218	 9.26507	074.94	-07.15	312.1476	+32.2901	  	1RXH J204835.4+321724	 11	 1.21e-02	 1.9e-03	N	..efi._..pav.	..B.FM._	     	1996-05-13	312.1476	+32.2901
   97668	 9.57239	074.94	-07.51	312.4824	+32.0638	  	1RXH J204955.7+320349	  4	 3.49e-02	 6.7e-03	T	..e.i._.npav.	..BEF.._	     	1994-04-27	312.4824	+32.0638
   97664	 9.56779	074.94	-07.51	312.4775	+32.0672	  	1RXH J204954.6+320401	  3	 2.19e-01	 8.2e-03	N	.de.i._..pav.	..B.F..+	     	1996-05-12	312.4775	+32.0672
   97564	 9.49556	074.94	-07.42	312.3996	+32.1203	  	1RXH J204935.9+320713	  4	 3.36e-02	 3.0e-03	N	..e.i._.npav.	D.B...._	     	1992-05-22	312.3996	+32.1203
   97660	 9.56087	074.94	-07.50	312.4711	+32.0726	  	1RXH J204953.0+320421	  5	 4.26e-02	 6.9e-03	N	..efi._m.pav.	..BEF.._	     	1994-04-27	312.4711	+32.0726
   97645	 9.55258	074.94	-07.49	312.4622	+32.0787	  	1RXH J204950.9+320443	  3	 5.80e-02	 3.7e-03	N	..e.i._.npav.	D.B...._	     	1992-05-22	312.4622	+32.0787
   97508	 9.45344	074.94	-07.37	312.3550	+32.1516	  	1RXH J204925.1+320905	  3	 4.34e-02	 2.9e-03	N	..e.i._.npav.	D.BE..._	     	1991-11-06	312.3550	+32.1516
   97721	 9.60793	074.94	-07.55	312.5222	+32.0382	  	1RXH J205005.3+320217	  3	 2.06e-02	 6.9e-03	N	......_.n....	..BEF.._	     	1994-04-27	312.5222	+32.0382
   97783	 9.64141	074.94	-07.59	312.5583	+32.0137	  	1RXH J205013.9+320049	  4	 5.78e-02	 4.5e-03	N	..efi._m.pav.	..B.F.._	     	1996-05-12	312.5583	+32.0137
   97372	 9.36250	074.94	-07.27	312.2563	+32.2187	  	1RXH J204901.5+321307	  2	 8.13e-02	 1.0e-02	P	......_.n....	..BEF.._	     	1994-04-27	312.2563	+32.2187
   97692	 9.58891	074.94	-07.53	312.5022	+32.0523	  	1RXH J205000.5+320308	  3	 1.34e-01	 6.6e-03	N	..efi._m.pav.	..B.F.._	     	1996-05-12	312.5022	+32.0523
   97514	 9.45368	074.94	-07.37	312.3565	+32.1518	  	1RXH J204925.5+320906	  3	 4.97e-02	 3.5e-03	N	..e.i._..pav.	..B.FM.+	     	1996-05-13	312.3565	+32.1518
   97374	 9.36247	074.94	-07.27	312.2572	+32.2190	  	1RXH J204901.7+321308	  3	 8.72e-02	 1.0e-02	N	.....u_......	..BEF.._	     	1994-04-27	312.2572	+32.2190
   97652	 9.55479	074.94	-07.49	312.4663	+32.0776	  	1RXH J204951.9+320439	  6	 3.93e-02	 6.6e-03	N	..e.iu_..p...	..BEF.._	     	1994-04-27	312.4663	+32.0776
   97641	 9.54716	074.94	-07.48	312.4584	+32.0833	  	1RXH J204950.0+320459	  3	 1.70e-01	 6.9e-03	N	..e.iu_..pav.	..B.FM._	     	1996-05-13	312.4584	+32.0833
   97373	 9.36160	074.94	-07.27	312.2568	+32.2198	  	1RXH J204901.6+321311	  5	 8.33e-02	 1.0e-02	N	..e.iu_..pav.	..BEF.._	     	1994-04-27	312.2568	+32.2198
   97510	 9.45231	074.94	-07.37	312.3560	+32.1531	  	1RXH J204925.4+320911	  3	 4.27e-02	 2.9e-03	N	..e.iu_.npav.	D.BE..._	     	1991-11-06	312.3560	+32.1531
   97583	 9.50407	074.94	-07.43	312.4133	+32.1154	  	1RXH J204939.1+320655	  3	 2.71e-02	 2.4e-03	N	..e.i._.npav.	D.BE..._	     	1991-11-06	312.4133	+32.1154
   97820	 9.66563	074.94	-07.62	312.5876	+31.9970	  	1RXH J205021.0+315949	  4	 4.02e-02	 3.8e-03	N	..efi._m.pav.	..B.F.._	     	1996-05-12	312.5876	+31.9970
   97511	 9.45121	074.94	-07.37	312.3561	+32.1543	  	1RXH J204925.4+320915	  3	 4.30e-02	 3.3e-03	N	..e.i._.npav.	D.B...._	     	1992-05-22	312.3561	+32.1543
   97375	 9.36177	074.94	-07.27	312.2591	+32.2203	  	1RXH J204902.1+321313	  3	 9.19e-02	 4.8e-03	N	..e.i._.npav.	D.B...._	     	1992-05-22	312.2591	+32.2203
   97512	 9.45059	074.94	-07.37	312.3559	+32.1549	  	1RXH J204925.4+320917	  4	 4.45e-02	 3.4e-03	N	..e.iu_.npav.	D.B...._	     	1992-05-22	312.3559	+32.1549
   97653	 9.55228	074.94	-07.49	312.4664	+32.0803	  	1RXH J204951.9+320449	  2	 4.86e-02	 2.9e-03	N	..e.i._.npav.	D.BE..._	     	1991-11-06	312.4664	+32.0803
   97267	 9.29058	074.94	-07.18	312.1817	+32.2730	  	1RXH J204843.6+321622	  8	 1.21e-02	 1.8e-03	N	..efi._..pav.	..B.FM._	     	1996-05-13	312.1817	+32.2730
   97521	 9.45223	074.94	-07.37	312.3584	+32.1539	  	1RXH J204926.0+320913	  3	 4.74e-02	 3.4e-03	N	..e.iu_..pav.	..B.FM._	     	1996-05-13	312.3584	+32.1539
   97637	 9.54217	074.94	-07.48	312.4564	+32.0880	  	1RXH J204949.5+320516	  2	 1.60e-01	 6.6e-03	N	..e.i._..pav.	..B.FM.+	     	1996-05-13	312.4564	+32.0880
   97655	 9.55216	074.94	-07.49	312.4673	+32.0807	  	1RXH J204952.1+320450	  2	 4.87e-02	 2.9e-03	N	..e.iu_.np...	D.BE..._	     	1991-11-06	312.4673	+32.0807
   97495	 9.44167	074.94	-07.36	312.3477	+32.1619	  	1RXH J204923.4+320942	  7	 2.87e-02	 6.6e-03	N	..e.i._.np...	..BEF.._	     	1994-04-27	312.3477	+32.1619
   97605	 9.52227	074.94	-07.46	312.4352	+32.1027	  	1RXH J204944.4+320609	  7	 2.82e-02	 5.8e-03	N	..e.i._.npav.	..BEF.._	     	1994-04-27	312.4352	+32.1027
   97503	 9.44616	074.94	-07.37	312.3529	+32.1587	  	1RXH J204924.6+320931	  6	 3.43e-02	 6.8e-03	N	..e.iu_..p...	..BEF.._	     	1994-04-27	312.3529	+32.1587
   97799	 9.65073	074.94	-07.61	312.5742	+32.0087	  	1RXH J205017.8+320031	  5	 5.90e-02	 4.3e-03	N	..e.i._.npav.	D.B...._	     	1992-05-22	312.5742	+32.0087
   97379	 9.36273	074.94	-07.27	312.2629	+32.2204	  	1RXH J204903.1+321313	  2	 4.46e-02	 3.3e-03	N	..e.i._..pav.	..B.FM.+	     	1996-05-13	312.2629	+32.2204
   97515	 9.44834	074.94	-07.37	312.3563	+32.1574	  	1RXH J204925.5+320926	  5	 2.59e-02	 6.3e-03	N	..e.i._.np...	..BEF.._	     	1994-04-27	312.3563	+32.1574
   97656	 9.55093	074.94	-07.49	312.4676	+32.0821	  	1RXH J204952.2+320455	  5	 4.00e-02	 6.7e-03	N	..e.i._..pav.	..BEF..+	     	1994-04-27	312.4676	+32.0821
   97912	 9.71107	074.94	-07.68	312.6399	+31.9649	  	1RXH J205033.5+315753	  4	 2.11e-02	 2.9e-03	N	..efi._m.pav.	..B.F.._	     	1996-05-12	312.6399	+31.9649
   97769	 9.62519	074.95	-07.58	312.5487	+32.0280	  	1RXH J205011.6+320140	  7	 2.38e-02	 7.6e-03	N	..efi._m.pav.	..BEF.._	     	1994-04-27	312.5487	+32.0280
   97837	 9.66519	074.95	-07.63	312.5919	+31.9988	  	1RXH J205022.0+315955	  4	 5.09e-02	 3.2e-03	N	..e.i._.npav.	D.BE..._	     	1991-11-06	312.5919	+31.9988
   97628	 9.53669	074.95	-07.48	312.4537	+32.0930	  	1RXH J204948.8+320534	  5	 3.66e-02	 6.4e-03	N	..e.i._.npav.	..BEF.._	     	1994-04-27	312.4537	+32.0930
   97648	 9.54594	074.95	-07.49	312.4640	+32.0863	  	1RXH J204951.3+320510	  5	 4.29e-02	 6.8e-03	N	..efi._m.pav.	..BEF.._	     	1994-04-27	312.4640	+32.0863
   95340	 5.00261	074.95	+01.21	303.9450	+37.2394	  	1RXH J201546.8+371421	  8	 7.35e-04	 2.4e-04	N	......_.n....	.....M._	     	1994-11-12	303.9450	+37.2394
   97606	 9.52028	074.95	-07.46	312.4368	+32.1053	  	1RXH J204944.8+320618	  7	 2.67e-02	 5.8e-03	N	..e.iu_.npav.	..BEF.._	     	1994-04-27	312.4368	+32.1053
   97791	 9.63834	074.95	-07.60	312.5671	+32.0197	  	1RXH J205016.1+320111	  4	 5.19e-02	 4.2e-03	N	.de.i._.npav.	D.B...._	     	1992-05-22	312.5671	+32.0197
   97490	 9.43036	074.95	-07.35	312.3427	+32.1724	  	1RXH J204922.2+321020	  7	 2.55e-02	 6.5e-03	N	..e.i._.npav.	..BEF.._	     	1994-04-27	312.3427	+32.1724
   95345	 4.98986	074.95	+01.11	304.0479	+37.1885	  	1RXH J201611.5+371118	  8	 5.84e-04	 2.3e-04	N	..e.i._.np...	.....M._	     	1994-11-12	304.0479	+37.1885
   97960	 9.73571	074.95	-07.71	312.6742	+31.9494	  	1RXH J205041.8+315657	  5	 1.63e-02	 2.7e-03	N	..efi._m.pav.	..B.F.._	     	1996-05-12	312.6742	+31.9494
   97387	 9.35756	074.95	-07.27	312.2667	+32.2270	  	1RXH J204904.0+321337	  6	 7.85e-02	 9.7e-03	N	..e.iu_..p...	..BEF.._	     	1994-04-27	312.2667	+32.2270
   97744	 9.60905	074.95	-07.56	312.5413	+32.0429	  	1RXH J205009.9+320234	  3	 1.04e-01	 5.9e-03	N	..e.i._..pav.	..B.F..+	     	1996-05-12	312.5413	+32.0429
   97484	 9.41922	074.95	-07.34	312.3373	+32.1826	  	1RXH J204920.9+321057	  4	 2.86e-02	 3.0e-03	N	..e.i._.npav.	D.B...._	     	1992-05-22	312.3373	+32.1826
   97395	 9.35644	074.96	-07.27	312.2705	+32.2293	  	1RXH J204904.9+321345	  5	 7.35e-02	 9.4e-03	N	..e.i._..pav.	..BEF..+	     	1994-04-27	312.2705	+32.2293
   97464	 9.40065	074.96	-07.32	312.3202	+32.1972	  	1RXH J204916.8+321149	  5	 3.66e-02	 2.8e-03	N	..e.i._.npav.	D.BE..._	     	1991-11-06	312.3202	+32.1972
   97708	 9.57631	074.96	-07.53	312.5107	+32.0683	  	1RXH J205002.5+320405	  3	 1.78e-01	 7.3e-03	N	..e.iu_..pav.	..B.F.._	     	1996-05-12	312.5107	+32.0683
   97393	 9.35389	074.96	-07.27	312.2698	+32.2318	  	1RXH J204904.7+321354	  5	 7.07e-02	 9.3e-03	N	..e.iu_..p...	..BEF.._	     	1994-04-27	312.2698	+32.2318
   97386	 9.35023	074.96	-07.26	312.2665	+32.2347	  	1RXH J204903.9+321404	  3	 8.11e-02	 4.5e-03	N	..e.iu_.npav.	D.B...._	     	1992-05-22	312.2665	+32.2347
   97792	 9.62935	074.96	-07.59	312.5688	+32.0298	  	1RXH J205016.5+320147	  4	 7.02e-02	 5.0e-03	N	..efi._m.pav.	..B.F.._	     	1996-05-12	312.5688	+32.0298
   97899	 9.68609	074.96	-07.66	312.6309	+31.9887	  	1RXH J205031.4+315919	  4	 3.41e-02	 3.5e-03	N	..efi._m.pav.	..B.F.._	     	1996-05-12	312.6309	+31.9887
   97700	 9.56921	074.96	-07.52	312.5053	+32.0742	  	1RXH J205001.2+320426	  5	 2.59e-02	 6.3e-03	N	..efi._m.pav.	..BEF.._	     	1994-04-27	312.5053	+32.0742
   97688	 9.56349	074.96	-07.51	312.4995	+32.0785	  	1RXH J204959.8+320442	  4	 2.79e-02	 6.3e-03	T	......_.n....	..BEF.._	     	1994-04-27	312.4995	+32.0785
   97706	 9.57283	074.96	-07.53	312.5097	+32.0717	  	1RXH J205002.3+320418	  3	 3.71e-02	 3.3e-03	N	..e.i._.npav.	D.B...._	     	1992-05-22	312.5097	+32.0717
   97737	 9.59460	074.96	-07.55	312.5336	+32.0559	  	1RXH J205008.0+320321	  7	 1.67e-02	 6.5e-03	N	..efi._m.pav.	..BEF.._	     	1994-04-27	312.5336	+32.0559
   97834	 9.64809	074.96	-07.61	312.5912	+32.0168	  	1RXH J205021.9+320100	  4	 4.22e-02	 2.9e-03	N	..e.i._.npav.	D.BE..._	     	1991-11-06	312.5912	+32.0168
   97696	 9.56652	074.96	-07.52	312.5038	+32.0766	  	1RXH J205000.9+320435	  6	 2.80e-02	 6.4e-03	N	..efiu_m.pav.	..BEF.._	     	1994-04-27	312.5038	+32.0766
   97770	 9.60782	074.96	-07.57	312.5484	+32.0464	  	1RXH J205011.6+320247	  3	 3.22e-02	 2.5e-03	N	..e.iu_.npav.	D.BE..._	     	1991-11-06	312.5484	+32.0464
   97741	 9.59791	074.96	-07.56	312.5379	+32.0537	  	1RXH J205009.1+320313	  4	 3.31e-02	 3.3e-03	N	..e.i._.npav.	D.B...._	     	1992-05-22	312.5379	+32.0537
   97642	 9.52269	074.96	-07.47	312.4584	+32.1093	  	1RXH J204950.0+320633	  5	 2.54e-02	 5.7e-03	N	..e.i._.npav.	..BEF.._	     	1994-04-27	312.4584	+32.1093
   97383	 9.34428	074.96	-07.26	312.2658	+32.2408	  	1RXH J204903.8+321426	  3	 8.68e-02	 4.7e-03	N	..e.i._.npav.	D.B...._	     	1992-05-22	312.2658	+32.2408
   97712	 9.57218	074.96	-07.53	312.5130	+32.0734	  	1RXH J205003.1+320424	  5	 2.49e-02	 6.4e-03	N	..efi._m.pav.	..BEF.._	     	1994-04-27	312.5130	+32.0734
   97715	 9.57449	074.96	-07.53	312.5161	+32.0719	  	1RXH J205003.8+320418	  3	 1.80e-01	 7.3e-03	N	..efi._m.pav.	..B.F.._	     	1996-05-12	312.5161	+32.0719
   97428	 9.37390	074.96	-07.29	312.2992	+32.2193	  	1RXH J204911.8+321309	  5	 4.43e-02	 7.8e-03	N	..e.i._.npav.	..BEF.._	     	1994-04-27	312.2992	+32.2193
   97774	 9.60497	074.96	-07.57	312.5496	+32.0498	  	1RXH J205011.8+320259	  3	 3.28e-02	 2.5e-03	N	..e.i._.npav.	D.BE..._	     	1991-11-06	312.5496	+32.0498
   97626	 9.51488	074.96	-07.46	312.4528	+32.1159	  	1RXH J204948.6+320657	  4	 2.69e-02	 2.7e-03	N	..e.i._.npav.	D.B...._	     	1992-05-22	312.4528	+32.1159
   98027	 9.76464	074.96	-07.75	312.7212	+31.9334	  	1RXH J205053.0+315600	  3	 4.18e-02	 3.6e-03	N	..e.i._..pav.	..B.F..+	     	1996-05-12	312.7212	+31.9334
   97686	 9.55660	074.96	-07.51	312.4981	+32.0854	  	1RXH J204959.5+320507	  6	 2.28e-02	 6.0e-03	N	..efi._m.pav.	..BEF.._	     	1994-04-27	312.4981	+32.0854
   97923	 9.69058	074.96	-07.67	312.6436	+31.9879	  	1RXH J205034.4+315916	  4	 3.32e-02	 3.5e-03	N	..efi._m.pav.	..B.F.._	     	1996-05-12	312.6436	+31.9879
   97433	 9.37468	074.97	-07.30	312.3033	+32.2197	  	1RXH J204912.7+321311	  3	 3.57e-02	 2.9e-03	N	..e.i._..pav.	..B.FM.+	     	1996-05-13	312.3033	+32.2197
   97874	 9.65617	074.97	-07.63	312.6111	+32.0144	  	1RXH J205026.6+320051	  6	 4.59e-02	 9.1e-03	N	.d..i._.np.v.	..BEF.._	     	1994-04-27	312.6111	+32.0144
   97417	 9.35876	074.97	-07.28	312.2923	+32.2333	  	1RXH J204910.1+321359	  6	 4.43e-02	 8.0e-03	N	..e.i._.npav.	..BEF.._	     	1994-04-27	312.2923	+32.2333
   97419	 9.35909	074.97	-07.28	312.2928	+32.2331	  	1RXH J204910.2+321359	  4	 7.35e-02	 3.7e-03	N	..e.i._.npav.	D.BE..._	     	1991-11-06	312.2928	+32.2331
   97730	 9.57450	074.97	-07.54	312.5278	+32.0755	  	1RXH J205006.6+320431	  3	 2.40e-01	 8.8e-03	N	.defi._m.pav.	..B.FM._	     	1996-05-13	312.5278	+32.0755
   97610	 9.49178	074.97	-07.44	312.4392	+32.1363	  	1RXH J204945.4+320810	  2	 9.06e-02	 4.8e-03	N	..e.i._..pav.	..B.FM.+	     	1996-05-13	312.4392	+32.1363
   97607	 9.48636	074.97	-07.43	312.4367	+32.1413	  	1RXH J204944.8+320828	  6	 2.33e-02	 5.6e-03	N	..e.i._.npav.	..BEF.._	     	1994-04-27	312.4367	+32.1413
   97756	 9.58481	074.98	-07.55	312.5439	+32.0695	  	1RXH J205010.5+320410	  7	 1.09e-02	 5.9e-03	N	..e.i._.npav.	..BEF.._	     	1994-04-27	312.5439	+32.0695
   97608	 9.48721	074.98	-07.44	312.4390	+32.1411	  	1RXH J204945.3+320828	  6	 2.19e-02	 5.5e-03	N	..e.iu_.npav.	..BEF.._	     	1994-04-27	312.4390	+32.1411
   95343	 4.97008	074.98	+01.18	303.9969	+37.2473	  	1RXH J201559.2+371450	  6	 8.75e-04	 2.5e-04	N	......_.n....	.....M._	     	1994-11-12	303.9969	+37.2473
   98240	 9.85845	074.98	-07.87	312.8368	+31.8702	  	1RXH J205120.8+315212	  7	 4.68e-02	 3.8e-03	N	..efi._m.pav.	..B.F.._	     	1996-05-13	312.8368	+31.8702
   97918	 9.67307	074.98	-07.65	312.6405	+32.0056	  	1RXH J205033.7+320020	  5	 8.95e-02	 5.1e-03	N	..e.i._.npav.	D.B...._	     	1992-05-22	312.6405	+32.0056
   97904	 9.66516	074.98	-07.64	312.6337	+32.0119	  	1RXH J205032.0+320042	  4	 4.64e-02	 4.2e-03	N	..efi._m.pav.	..B.F.._	     	1996-05-12	312.6337	+32.0119
   97765	 9.58444	074.98	-07.55	312.5478	+32.0711	  	1RXH J205011.4+320415	  4	 1.23e-01	 6.3e-03	N	..efi._m.pav.	..B.F.._	     	1996-05-12	312.5478	+32.0711
   98426	 9.92344	074.98	-07.95	312.9105	+31.8246	  	1RXH J205138.5+314928	  7	 1.65e-02	 2.6e-03	N	..e.i._.npav.	..B.F.._	     	1996-05-13	312.9105	+31.8246
   97339	 9.30004	074.98	-07.22	312.2419	+32.2806	  	1RXH J204858.0+321650	  6	 9.40e-02	 4.8e-03	N	..e.iu_.npav.	D.B...._	     	1992-05-22	312.2419	+32.2806
   97337	 9.29800	074.98	-07.22	312.2410	+32.2825	  	1RXH J204857.8+321657	  6	 9.26e-02	 4.7e-03	N	..e.i._.npav.	D.B...._	     	1992-05-22	312.2410	+32.2825
   97568	 9.44734	074.98	-07.39	312.4049	+32.1731	  	1RXH J204937.1+321023	  5	 2.72e-02	 2.7e-03	N	..efi._m.pav.	..B.FM._	     	1996-05-13	312.4049	+32.1731
   97362	 9.30320	074.99	-07.22	312.2512	+32.2800	  	1RXH J204900.2+321648	  4	 2.53e-02	 2.5e-03	N	..efi._m.pav.	..B.FM._	     	1996-05-13	312.2512	+32.2800
   98020	 9.73212	074.99	-07.73	312.7142	+31.9659	  	1RXH J205051.4+315757	  3	 5.86e-02	 4.5e-03	N	.de.iu_..pav.	..B.F.._	     	1996-05-12	312.7142	+31.9659
   98028	 9.73431	074.99	-07.73	312.7209	+31.9657	  	1RXH J205053.0+315756	  3	 6.15e-02	 4.5e-03	N	.de.i._..pav.	..B.F..+	     	1996-05-12	312.7209	+31.9657
   97363	 9.29820	074.99	-07.22	312.2509	+32.2852	  	1RXH J204900.2+321706	  3	 2.80e-02	 2.6e-03	N	..e.i._..pav.	..B.FM.+	     	1996-05-13	312.2509	+32.2852
   97972	 9.69405	074.99	-07.69	312.6810	+31.9960	  	1RXH J205043.4+315945	  3	 6.17e-02	 4.5e-03	N	..e.i._..pav.	..B.F..+	     	1996-05-12	312.6810	+31.9960
   98167	 9.79728	075.00	-07.81	312.7958	+31.9224	  	1RXH J205111.0+315520	  6	 2.33e-02	 3.4e-03	N	..e.i._.npav.	..B.F.._	     	1996-05-12	312.7958	+31.9224
   97738	 9.55166	075.00	-07.52	312.5339	+32.1017	  	1RXH J205008.1+320606	  4	 1.76e-01	 7.2e-03	N	..efi._m.pav.	..B.FM._	     	1996-05-13	312.5339	+32.1017
   97679	 9.51321	075.00	-07.48	312.4927	+32.1299	  	1RXH J204958.2+320747	  7	 1.15e-02	 2.1e-03	N	..e.i._.npav.	D.B...._	     	1992-05-22	312.4927	+32.1299
   95326	 4.96483	075.00	+01.30	303.8772	+37.3352	  	1RXH J201530.5+372006	  3	 1.44e-03	 3.6e-04	N	.....u_.n....	.....M._	     	1994-11-12	303.8772	+37.3352
   95327	 4.96462	075.00	+01.30	303.8776	+37.3352	  	1RXH J201530.6+372006	  2	 1.37e-03	 3.5e-04	N	......_.n....	.....M._	     	1994-11-12	303.8776	+37.3352
   97915	 9.64942	075.00	-07.64	312.6404	+32.0308	  	1RXH J205033.6+320151	  6	 5.62e-02	 4.2e-03	N	..e.i._.npav.	D.B...._	     	1992-05-22	312.6404	+32.0308
