#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-05-20T16:50:48
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml7638
#INFO	CatalogsExamined=14
#  14 catalogues with potential matches were examined
#
#INFO	Target=308.200000+41.000000,rm=600.

#RESOURCE=9030
#Name: IX/30
#Title:	Second ROSAT PSPC Catalog (ROSAT, 2000)
#Table	IX_30_2rxp:
#Name: IX/30/2rxp
#Title:	The 2RXP Catalog
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_r	(F8.5)	Distance from center (RAJ2000=308.2000, DEJ2000=+41.0000)	[ucd=POS_ANG_DIST_GENERAL]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	Seq	(A16)	ROSAT detection sequence number        (link)	[ucd=ID_NUMBER]
#Column	S	(A1)	[S] for source in "short" catalog        (link)	[ucd=CODE_MISC]
#Column	m_2RXP	(A1)	[a-l] Multiplicity index	[ucd=CODE_MULT_INDEX]
#Column	2RXP	(A16)	2RXP designation (Jhhmmss.s+ddmmss)	[ucd=ID_MAIN]
#Column	Crate	(E10.3)	Estimate of net count rate	[ucd=PHOT_COUNT-RATE_X]
#Column	SrcFlags	(A13)	[cdefislmnpavw.] Source Flags	[ucd=CODE_MISC]
#Column	RAJ2000	(F8.4)	Source Right ascension (J2000)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(F8.4)	Source Declination (J2000)	[ucd=POS_EQ_DEC_MAIN]
#Column	HR1	(F5.2)	Hardness ratio 1 (truncated to -9.99...99.99)	[ucd=SPECT_HARDNESS-RATIO]
#Column	HR2	(F5.2)	hardness ratio 2 (truncated to -9.99...99.99)	[ucd=SPECT_HARDNESS-RATIO]

recno	_r	_Glon	_Glat	_RAJ2000	_DEJ2000	Seq	S	m_2RXP	2RXP	Crate	SrcFlags	RAJ2000	DEJ2000	HR1	HR2
   85767	 2.04115	078.28	+01.88	305.6388	+40.3717	2rp500245n00.005	 	 	J202233.3+402218	 1.583e-02	...fisl..p.v.	305.6388	+40.3717	 0.71	 0.26
   85354	 2.53273	078.28	+02.60	304.8621	+40.7803	2rp500206n00.080	 	 	J201926.9+404649	 2.040e-02	...fislmnpav.	304.8621	+40.7803	 0.98	 0.62
   85249	 2.61717	078.29	+02.71	304.7417	+40.8492	2rp500244n00.024	 	 	J201858.0+405057	 1.576e-02	.d.fislmnpav.	304.7417	+40.8492	 0.98	-0.61
   85252	 2.61328	078.29	+02.71	304.7471	+40.8469	2rp400386n00.002	S	 	J201859.3+405048	 1.771e-02	.d..isl..p.v.	304.7471	+40.8469	 0.76	-0.21
   85153	 2.83671	078.29	+02.99	304.4409	+41.0050	2rp500206n00.036	 	 	J201745.8+410018	 1.041e-02	.....sl.n..v.	304.4409	+41.0050	 0.00	-1.27
   85517	 2.41508	078.29	+02.45	305.0309	+40.7047	2rp500244n00.065	 	 	J202007.4+404216	 1.349e-02	.....sl.n..v.	305.0309	+40.7047	 0.00	 0.42
   85324	 2.55564	078.29	+02.64	304.8271	+40.8153	2rp500244n00.035	 	 	J201918.5+404855	 2.667e-02	...fislm.pav.	304.8271	+40.8153	 0.90	-0.85
   85363	 2.52541	078.29	+02.60	304.8700	+40.7936	2rp500244n00.047	 	 	J201928.8+404736	 2.512e-02	...fislmnpav.	304.8700	+40.7936	 1.00	-0.24
   85773	 2.02401	078.30	+01.88	305.6579	+40.3822	2rp500246n00.033	 	 	J202237.9+402255	 1.694e-02	...fislmnp.v.	305.6579	+40.3822	 1.00	 0.90
   85778	 2.01997	078.30	+01.87	305.6646	+40.3797	2rp900157n00.013	 	 	J202239.5+402246	 1.694e-02	.....sl.n..v.	305.6646	+40.3797	 1.36	 0.98
   85743	 2.09897	078.30	+02.00	305.5250	+40.4553	2rp900157n00.007	 	 	J202206.0+402719	 7.959e-03	........n....	305.5250	+40.4553	 0.02	 0.06
   85748	 2.09279	078.30	+01.99	305.5342	+40.4533	2rp500246n00.026	 	 	J202208.2+402712	 1.085e-02	.....sl.n..v.	305.5342	+40.4533	-0.51	-0.17
   85782	 2.01556	078.30	+01.87	305.6692	+40.3831	2rp500244n00.080	S	 	J202240.6+402258	 1.486e-02	.d..isl..p.v.	305.6692	+40.3831	 0.83	-0.14
   85812	 1.93609	078.31	+01.74	305.8150	+40.3108	2rp900157n00.016	 	 	J202315.6+401838	 1.143e-02	.d..isl.npav.	305.8150	+40.3108	 4.33	 0.55
   85301	 2.57183	078.31	+02.67	304.8025	+40.8428	2rp500206n00.069	S	 	J201912.6+405034	 2.154e-02	.......m..a..	304.8025	+40.8428	 1.00	-0.51
   85184	 2.70942	078.31	+02.85	304.6121	+40.9425	2rp500206n00.048	 	 	J201826.9+405633	 3.217e-03	.....sl.n..v.	304.6121	+40.9425	 1.11	-0.18
   85366	 2.52187	078.31	+02.61	304.8725	+40.8106	2rp500244n00.037	 	 	J201929.4+404838	 2.649e-02	...fislm.pav.	304.8725	+40.8106	 0.94	 0.65
   85323	 2.55490	078.31	+02.65	304.8254	+40.8386	2rp500206n00.072	 	 	J201918.1+405019	 2.078e-02	...fislmnpav.	304.8254	+40.8386	 1.26	 0.10
   85537	 2.38733	078.32	+02.44	305.0654	+40.7181	2rp400386n00.005	S	 	J202015.7+404304	 1.508e-02	.....sl....v.	305.0654	+40.7181	 0.89	 0.13
   85761	 2.04956	078.32	+01.94	305.5992	+40.4383	2rp500246n00.029	 	 	J202223.8+402618	 2.864e-03	.....sl.n..v.	305.5992	+40.4383	 0.28	 0.15
   85398	 2.50168	078.32	+02.59	304.9000	+40.8050	2rp500206n00.076	S	 	J201936.0+404818	 2.725e-02	....islm.pav.	304.9000	+40.8050	 0.85	 0.07
   85505	 2.42144	078.32	+02.49	305.0146	+40.7497	2rp500206n00.083	 	 	J202003.5+404459	 3.423e-02	.de.isl.np.v.	305.0146	+40.7497	 0.89	-0.13
   85170	 2.76643	078.32	+02.93	304.5342	+40.9992	2rp500206n00.037	 	 	J201808.2+405957	 7.141e-03	.....sl.n..v.	304.5342	+40.9992	 1.72	-0.42
   85415	 2.48784	078.32	+02.58	304.9188	+40.8017	2rp500244n00.043	 	 	J201940.5+404805	 2.041e-02	...fislm.pav.	304.9188	+40.8017	 0.07	-0.92
   85295	 2.57660	078.32	+02.69	304.7938	+40.8664	2rp500244n00.023	 	 	J201910.5+405159	 2.520e-02	.d.fislm.pav.	304.7938	+40.8664	 0.94	-0.80
   85325	 2.55264	078.32	+02.66	304.8271	+40.8508	2rp500206n00.064	 	 	J201918.5+405103	 2.272e-02	...fislmnpav.	304.8271	+40.8508	 1.09	-0.85
   85349	 2.53102	078.33	+02.63	304.8571	+40.8383	2rp500246n00.007	 	 	J201925.7+405018	 2.637e-02	...fisl..p.v.	304.8571	+40.8383	 0.64	-0.11
   85541	 2.38387	078.33	+02.44	305.0679	+40.7300	2rp500244n00.059	 	 	J202016.3+404348	 1.801e-02	...fisl..p.v.	305.0679	+40.7300	 0.46	-0.04
   85458	 2.45747	078.33	+02.54	304.9608	+40.7892	2rp500244n00.050	 	 	J201950.6+404721	 1.651e-02	...fislmnpav.	304.9608	+40.7892	 2.04	-0.07
   85813	 1.92502	078.33	+01.75	305.8150	+40.3414	2rp500246n00.037	 	 	J202315.6+402029	 1.571e-02	.d..isl.np.v.	305.8150	+40.3414	 0.92	 0.87
   85353	 2.52720	078.33	+02.64	304.8613	+40.8464	2rp500244n00.025	 	 	J201926.7+405047	 2.752e-02	...fislmnpav.	304.8613	+40.8464	 0.48	-0.41
   85791	 1.97459	078.34	+01.85	305.7196	+40.3975	2rp900157n00.011	 	 	J202252.7+402351	 9.598e-03	.....sl.n..v.	305.7196	+40.3975	 1.12	 1.02
   85728	 2.12329	078.34	+02.08	305.4650	+40.5331	2rp900157n00.004	 	 	J202151.6+403159	 9.827e-03	........n....	305.4650	+40.5331	 0.87	 0.75
   85195	 2.68976	078.34	+02.84	304.6371	+40.9636	2rp500206n00.042	 	 	J201832.9+405748	 7.152e-03	.....sl.n..v.	304.6371	+40.9636	 0.61	 0.04
   85640	 2.29131	078.34	+02.33	305.2025	+40.6722	2rp500244n00.068	 	 	J202048.6+404020	 2.023e-03	.....sl.n..v.	305.2025	+40.6722	 4.61	 0.84
   85340	 2.53650	078.34	+02.65	304.8479	+40.8567	2rp900157n00.002	 	 	J201923.5+405124	 6.372e-02	.d.fisl..p.v.	304.8479	+40.8567	 0.95	-0.22
   85474	 2.44342	078.34	+02.53	304.9792	+40.7911	2rp500206n00.078	 	 	J201955.0+404728	 3.135e-02	.defislmnpav.	304.9792	+40.7911	 0.99	-0.16
   85428	 2.47469	078.34	+02.57	304.9346	+40.8147	2rp500244n00.036	 	 	J201944.3+404853	 2.579e-02	...fislmnpav.	304.9346	+40.8147	 1.02	-0.17
   85508	 2.41493	078.34	+02.49	305.0200	+40.7706	2rp500245n00.002	 	 	J202004.8+404613	 1.713e-02	.d.fisl..p.v.	305.0200	+40.7706	 0.86	-0.15
   85393	 2.50522	078.34	+02.61	304.8913	+40.8386	2rp500206n00.070	 	 	J201933.9+405019	 2.527e-02	...fislm.pav.	304.8913	+40.8386	 1.00	-0.13
   85280	 2.58687	078.34	+02.72	304.7775	+40.8975	2rp500206n00.058	 	 	J201906.6+405351	 1.272e-02	....isl.n.av.	304.7775	+40.8975	 0.11	-0.15
   85303	 2.56623	078.34	+02.69	304.8058	+40.8858	2rp500206n00.060	 	 	J201913.4+405309	 1.773e-02	...fislmnpav.	304.8058	+40.8858	 0.93	-0.88
   85797	 1.94060	078.35	+01.80	305.7734	+40.3828	2rp500246n00.034	 	 	J202305.6+402257	 1.049e-02	...fislmnpav.	305.7734	+40.3828	 1.19	 0.71
   85514	 2.40849	078.35	+02.49	305.0279	+40.7750	2rp500244n00.054	 	 	J202006.7+404630	 1.571e-02	...fislmnpav.	305.0279	+40.7750	 1.08	-0.35
   85616	 2.32034	078.35	+02.38	305.1563	+40.7092	2rp500244n00.062	 	 	J202037.5+404233	 2.103e-03	.....sl.n..v.	305.1563	+40.7092	 0.36	-0.58
   85341	 2.53425	078.35	+02.66	304.8496	+40.8700	2rp400386n00.001	S	 	J201923.9+405212	 2.747e-02	.....sl....v.	304.8496	+40.8700	 1.85	-0.22
   85413	 2.48577	078.35	+02.60	304.9175	+40.8350	2rp500206n00.071	 	 	J201940.2+405006	 2.522e-02	...fislmnpav.	304.9175	+40.8350	 0.47	 0.20
   85176	 2.73283	078.35	+02.91	304.5784	+41.0125	2rp500206n00.035	 	 	J201818.8+410045	 2.332e-03	.....sl.n..v.	304.5784	+41.0125	 0.63	 0.75
   85441	 2.46420	078.35	+02.57	304.9475	+40.8231	2rp500206n00.075	 	 	J201947.4+404923	 2.698e-02	...fislm.pav.	304.9475	+40.8231	 0.96	 0.00
   85364	 2.51897	078.35	+02.64	304.8705	+40.8633	2rp500206n00.063	S	 	J201928.9+405147	 2.239e-02	....islm.pav.	304.8705	+40.8633	 1.00	-0.23
   85763	 2.03398	078.35	+01.96	305.6046	+40.4800	2rp500246n00.024	 	 	J202225.1+402847	 2.471e-03	.....sl.n..v.	305.6046	+40.4800	 0.07	 0.58
   85471	 2.44369	078.35	+02.54	304.9763	+40.8103	2rp500244n00.038	 	 	J201954.3+404837	 2.672e-02	...fislmnpav.	304.9763	+40.8103	 1.00	-0.84
   85331	 2.54490	078.35	+02.68	304.8342	+40.8844	2rp500244n00.014	 	 	J201920.2+405304	 3.031e-02	.d.fislmnpav.	304.8342	+40.8844	 1.00	-0.28
   85430	 2.47188	078.35	+02.58	304.9363	+40.8317	2rp500244n00.030	 	 	J201944.7+404954	 2.818e-02	...fislm.pav.	304.9363	+40.8317	 0.86	-0.08
   85493	 2.42306	078.36	+02.52	305.0054	+40.7972	2rp500244n00.046	 	 	J202001.3+404750	 2.293e-02	...fislm.pav.	305.0054	+40.7972	 0.91	 0.76
   85157	 2.82620	078.36	+03.02	304.4542	+41.0808	2rp500206n00.029	 	 	J201749.0+410451	 7.193e-03	........n....	304.4542	+41.0808	 1.18	-0.32
   85395	 2.50264	078.36	+02.62	304.8925	+40.8597	2rp500244n00.021	 	 	J201934.2+405135	 3.172e-02	....islmnpav.	304.8925	+40.8597	 0.98	-0.87
   85578	 2.35612	078.36	+02.43	305.1009	+40.7533	2rp500246n00.014	 	 	J202024.2+404511	 2.488e-02	...fisl..p.v.	305.1009	+40.7533	 0.76	 0.16
   85142	 2.88908	078.36	+03.10	304.3717	+41.1294	2rp500206n00.024	 	 	J201729.2+410746	 9.681e-03	.d..isl.np.v.	304.3717	+41.1294	 1.32	-0.43
   85795	 1.93750	078.36	+01.82	305.7667	+40.4072	2rp500246n00.031	 	 	J202304.0+402426	 1.244e-02	...fislmnpav.	305.7667	+40.4072	 0.67	 0.72
   85546	 2.37629	078.36	+02.46	305.0709	+40.7736	2rp500244n00.053	 	 	J202017.0+404625	 1.737e-02	...fislmnpav.	305.0709	+40.7736	 0.89	-0.83
   85339	 2.53664	078.36	+02.67	304.8446	+40.8908	2rp500206n00.059	 	 	J201922.7+405327	 1.779e-02	...fislmnpav.	304.8446	+40.8908	 1.02	 0.19
   85802	 1.92643	078.37	+01.81	305.7854	+40.3997	2rp500246n00.032	 	 	J202308.5+402359	 1.453e-02	...fislmnpav.	305.7854	+40.3997	 1.15	 0.88
   85484	 2.43206	078.37	+02.54	304.9909	+40.8169	2rp500244n00.033	 	 	J201957.8+404901	 2.516e-02	...fislmnpav.	304.9909	+40.8169	 0.75	-0.39
   85307	 2.56208	078.37	+02.71	304.8092	+40.9128	2rp500244n00.005	 	 	J201914.2+405445	 3.565e-02	.defislmnpav.	304.8092	+40.9128	 0.82	-0.17
   85513	 2.40611	078.37	+02.51	305.0275	+40.8003	2rp500244n00.041	 	 	J202006.6+404800	 2.117e-02	...fislmnpav.	305.0275	+40.8003	 0.98	-0.22
   85304	 2.56315	078.37	+02.71	304.8075	+40.9169	2rp500206n00.052	 	 	J201913.8+405501	 1.502e-02	...fislmnpav.	304.8075	+40.9169	 2.28	-0.39
   85811	 1.90921	078.37	+01.78	305.8134	+40.3908	2rp900157n00.012	 	 	J202315.2+402327	 1.660e-02	.de.isl.npav.	305.8134	+40.3908	 1.05	 0.96
   85470	 2.44319	078.37	+02.56	304.9742	+40.8331	2rp400386n00.003	S	 	J201953.8+404958	 2.294e-02	.....sl....v.	304.9742	+40.8331	 0.70	-0.04
   86086	 1.67757	078.37	+00.02	307.6867	+39.3689	2rp200412a01.002	 	 	J203044.8+392208	 8.266e-03	........n....	307.6867	+39.3689	 0.49	 0.59
   85232	 2.63352	078.37	+02.80	304.7113	+40.9711	2rp500206n00.040	 	 	J201850.7+405815	 9.916e-03	....isl.n.av.	304.7113	+40.9711	11.09	-0.05
   85240	 2.62399	078.37	+02.79	304.7242	+40.9647	2rp500206n00.041	 	 	J201853.8+405753	 1.058e-02	....isl.n.av.	304.7242	+40.9647	 0.25	-0.17
   85705	 2.15173	078.38	+02.17	305.4034	+40.6133	2rp500244n00.071	 	 	J202136.8+403648	 2.902e-03	.d..isl.np.v.	305.4034	+40.6133	 0.62	 0.47
   85528	 2.38814	078.38	+02.49	305.0517	+40.7978	2rp500244n00.044	 	 	J202012.4+404751	 1.825e-02	...fislmnpav.	305.0517	+40.7978	 1.08	 0.02
   86087	 1.67583	078.38	+00.02	307.6888	+39.3703	2rp200412n00.001	 	 	J203045.3+392213	 6.446e-03	........n....	307.6888	+39.3703	 1.19	-0.67
   85330	 2.54360	078.38	+02.69	304.8338	+40.9114	2rp500206n00.054	 	 	J201920.1+405441	 1.604e-02	...fislmnpav.	304.8338	+40.9114	 0.87	 0.09
   85457	 2.45244	078.38	+02.58	304.9604	+40.8469	2rp500206n00.065	 	 	J201950.5+405048	 2.261e-02	...fislmnpav.	304.9604	+40.8469	 0.99	-0.07
   85491	 2.42094	078.38	+02.54	305.0046	+40.8256	2rp500206n00.074	 	 	J202001.1+404931	 2.561e-02	.defislmnpav.	305.0046	+40.8256	 1.00	-0.01
   85456	 2.45330	078.38	+02.58	304.9584	+40.8550	2rp500244n00.022	 	 	J201950.0+405117	 2.110e-02	....islmnpav.	304.9584	+40.8550	 1.02	 0.75
   85710	 2.14192	078.38	+02.16	305.4154	+40.6178	2rp900157n00.003	 	 	J202139.7+403703	 1.354e-02	........n....	305.4154	+40.6178	 2.21	 0.75
   85479	 2.43437	078.39	+02.56	304.9846	+40.8447	2rp500206n00.068	 	 	J201956.3+405041	 2.571e-02	.d.fislmnpav.	304.9846	+40.8447	 0.95	 0.06
   85714	 2.13354	078.39	+02.16	305.4258	+40.6211	2rp400386n00.006	S	 	J202142.2+403715	 4.003e-02	.............	305.4258	+40.6211	 0.34	 0.32
   85704	 2.15046	078.39	+02.18	305.3988	+40.6381	2rp500246n00.021	 	 	J202135.7+403817	 1.118e-02	.....sl.n..v.	305.3988	+40.6381	 0.82	 1.51
   85566	 2.36111	078.39	+02.47	305.0871	+40.8014	2rp500244n00.042	 	 	J202020.9+404805	 1.589e-02	...fislm.pav.	305.0871	+40.8014	 1.27	 0.67
   85183	 2.70768	078.39	+02.91	304.6113	+41.0472	2rp500206n00.030	 	 	J201826.7+410250	 1.595e-03	.....sl.n..v.	304.6113	+41.0472	 0.00	 0.29
   85381	 2.50647	078.40	+02.66	304.8830	+40.9114	2rp500206n00.056	S	 	J201931.9+405441	 1.865e-02	.....sl....v.	304.8830	+40.9114	 0.90	-0.75
   85319	 2.55092	078.40	+02.72	304.8217	+40.9503	2rp500206n00.044	S	 	J201917.2+405700	 1.516e-02	.....sl....v.	304.8217	+40.9503	 0.99	 0.41
   85500	 2.41247	078.40	+02.55	305.0129	+40.8517	2rp500206n00.067	 	 	J202003.1+405106	 2.962e-02	.defislmnpav.	305.0129	+40.8517	 0.92	 0.04
   85820	 1.88291	078.40	+01.79	305.8367	+40.4200	2rp900157n00.010	 	 	J202320.8+402511	 4.549e-03	.d.fislmnpav.	305.8367	+40.4200	 1.02	 0.60
   85817	 1.88546	078.41	+01.79	305.8317	+40.4233	2rp500246n00.030	 	 	J202319.6+402523	 1.739e-02	...fislmnpav.	305.8317	+40.4233	 0.95	 0.91
   85396	 2.49492	078.41	+02.65	304.8980	+40.9156	2rp500244n00.008	 	 	J201935.5+405456	 3.199e-02	.d.fislmnpav.	304.8980	+40.9156	 1.01	 0.09
   85696	 2.17922	078.41	+02.24	305.3504	+40.6808	2rp500244n00.067	 	 	J202124.1+404051	 3.929e-03	.....sl.n..v.	305.3504	+40.6808	 0.98	 0.47
   85432	 2.46517	078.41	+02.62	304.9384	+40.9025	2rp500244n00.012	 	 	J201945.2+405409	 3.216e-02	...fislm.pav.	304.9384	+40.9025	 0.96	-0.84
   85553	 2.36727	078.41	+02.50	305.0750	+40.8325	2rp500244n00.029	 	 	J202018.0+404957	 1.111e-02	...fislmnpav.	305.0750	+40.8325	 1.05	 0.35
   85156	 2.83051	078.41	+03.07	304.4504	+41.1536	2rp500206n00.022	 	 	J201748.1+410913	 1.280e-02	.d..isl.np.v.	304.4504	+41.1536	 0.44	-0.49
   85392	 2.50107	078.42	+02.67	304.8888	+40.9317	2rp500244n00.003	 	 	J201933.3+405553	 3.598e-02	.defislmnpav.	304.8888	+40.9317	 0.95	-0.73
   85810	 1.89200	078.42	+01.82	305.8113	+40.4497	2rp500246n00.027	 	 	J202314.7+402659	 1.507e-02	...fislmnpav.	305.8113	+40.4497	 4.86	 0.57
   85503	 2.41054	078.42	+02.55	305.0138	+40.8681	2rp500244n00.018	 	 	J202003.3+405205	 1.573e-02	.....sl.n..v.	305.0138	+40.8681	 0.78	-0.28
   85816	 1.88184	078.42	+01.80	305.8279	+40.4436	2rp500246n00.028	 	 	J202318.7+402636	 1.878e-02	...fislm.pav.	305.8279	+40.4436	 0.92	 0.80
   85365	 2.51338	078.42	+02.69	304.8717	+40.9453	2rp500206n00.045	 	 	J201929.2+405643	 1.502e-02	.....sl.n..v.	304.8717	+40.9453	 1.08	 0.17
   85506	 2.40967	078.42	+02.56	305.0146	+40.8717	2rp500206n00.061	 	 	J202003.5+405218	 2.356e-02	...fislmnpav.	305.0146	+40.8717	 1.02	 0.79
   85421	 2.47228	078.42	+02.64	304.9279	+40.9172	2rp500206n00.051	 	 	J201942.7+405502	 1.281e-02	...fislmnpav.	304.9279	+40.9172	 0.87	-0.83
   85684	 2.21020	078.42	+02.29	305.3000	+40.7256	2rp500244n00.061	 	 	J202112.0+404331	 9.009e-03	.....sl.n..v.	305.3000	+40.7256	 9.72	-1.02
   85625	 2.29595	078.42	+02.41	305.1750	+40.7917	2rp500244n00.048	 	 	J202042.0+404730	 1.333e-02	.....sl.n..v.	305.1750	+40.7917	 0.85	 0.14
   85814	 1.88456	078.43	+01.82	305.8196	+40.4544	2rp900157n00.008	 	 	J202316.7+402715	 1.893e-02	.d.fislmnpav.	305.8196	+40.4544	 1.02	 0.65
   85314	 2.55231	078.43	+02.74	304.8184	+40.9847	2rp500206n00.039	S	 	J201916.4+405905	 1.495e-02	.....sl....v.	304.8184	+40.9847	 0.96	 0.72
   85655	 2.25021	078.43	+02.36	305.2396	+40.7667	2rp500244n00.055	 	 	J202057.5+404600	 1.141e-02	...fislmnpav.	305.2396	+40.7667	-0.84	-1.16
   85443	 2.45407	078.43	+02.62	304.9521	+40.9161	2rp500244n00.007	 	 	J201948.5+405458	 3.598e-02	...fislm.pav.	304.9521	+40.9161	 1.01	-0.17
   85243	 2.61949	078.43	+02.83	304.7283	+41.0350	2rp500206n00.031	 	 	J201854.8+410206	 2.587e-03	........n....	304.7283	+41.0350	 0.56	 0.48
   85014	 3.55355	078.44	+03.90	303.5438	+41.6333	2rp500207n00.002	S	 	J201410.5+413759	 1.606e-02	.d..isl..p.v.	303.5438	+41.6333	 2.06	 0.61
   85414	 2.47869	078.44	+02.65	304.9179	+40.9411	2rp500206n00.047	S	 	J201940.3+405627	 2.568e-02	.......m..a..	304.9179	+40.9411	 0.95	 0.79
   85427	 2.46666	078.44	+02.64	304.9342	+40.9350	2rp500206n00.049	 	 	J201944.2+405606	 2.505e-02	...fislmnpav.	304.9342	+40.9350	 0.26	-1.17
   85160	 2.79140	078.44	+03.04	304.5025	+41.1564	2rp500206n00.021	 	 	J201800.6+410922	 1.387e-02	....isl.n.av.	304.5025	+41.1564	 0.33	-0.54
   85609	 2.31432	078.44	+02.45	305.1459	+40.8272	2rp500244n00.032	 	 	J202035.0+404937	 1.560e-02	...fislmnpav.	305.1459	+40.8272	 0.58	 1.27
   85548	 2.36704	078.44	+02.52	305.0717	+40.8658	2rp500244n00.019	 	 	J202017.2+405156	 9.970e-03	...fislmnpav.	305.0717	+40.8658	 1.22	-0.56
   85473	 2.43389	078.44	+02.60	304.9788	+40.9167	2rp500206n00.053	 	 	J201954.9+405459	 2.223e-02	...fislmnpav.	304.9788	+40.9167	 1.03	-0.87
   85721	 2.10547	078.45	+02.17	305.4496	+40.6781	2rp500246n00.018	 	 	J202147.9+404041	 1.032e-02	.....sl.n..v.	305.4496	+40.6781	 0.47	 0.37
   85621	 2.29942	078.45	+02.44	305.1654	+40.8294	2rp500244n00.031	 	 	J202039.7+404946	 3.084e-03	...fislmnpav.	305.1654	+40.8294	 0.99	 0.10
   85502	 2.40801	078.45	+02.58	305.0134	+40.9125	2rp500206n00.055	 	 	J202003.2+405444	 2.090e-02	...fislmnpav.	305.0134	+40.9125	 0.95	 0.27
   85496	 2.41229	078.45	+02.58	305.0075	+40.9156	2rp500244n00.006	 	 	J202001.8+405456	 2.557e-02	...fislmnpav.	305.0075	+40.9156	 1.00	-0.76
   85167	 2.77247	078.46	+03.02	304.5280	+41.1636	2rp500206n00.020	 	 	J201806.7+410949	 1.577e-02	....isl.n.av.	304.5280	+41.1636	 0.45	-0.91
   85809	 1.88093	078.46	+01.85	305.8050	+40.5036	2rp900157n00.005	 	 	J202313.2+403012	 1.833e-02	.defislmnpav.	305.8050	+40.5036	 1.27	 1.05
   85656	 2.24566	078.46	+02.38	305.2404	+40.8017	2rp500244n00.039	 	 	J202057.7+404805	 1.490e-02	...fislmnpav.	305.2404	+40.8017	 1.03	 0.30
   85494	 2.41322	078.46	+02.59	305.0054	+40.9286	2rp500206n00.050	 	 	J202001.3+405543	 2.020e-02	...fislmnpav.	305.0054	+40.9286	 0.69	-0.31
   85189	 2.70080	078.47	+02.94	304.6217	+41.1281	2rp500206n00.026	 	 	J201829.2+410741	 2.845e-03	........n....	304.6217	+41.1281	 0.73	 0.19
   85638	 2.27475	078.47	+02.42	305.1975	+40.8347	2rp500244n00.027	 	 	J202047.4+405004	 1.368e-02	....islmnpav.	305.1975	+40.8347	 0.44	-0.69
   85695	 2.17033	078.47	+02.28	305.3475	+40.7569	2rp500244n00.057	 	 	J202123.4+404525	 1.628e-02	...fislmnpav.	305.3475	+40.7569	 1.47	 0.17
   85691	 2.18664	078.47	+02.31	305.3230	+40.7739	2rp500246n00.011	 	 	J202117.5+404625	 8.562e-03	.d..isl.np.v.	305.3230	+40.7739	 0.88	-0.29
   85667	 2.22760	078.48	+02.37	305.2625	+40.8156	2rp500244n00.034	 	 	J202103.0+404856	 1.362e-02	...fislmnpav.	305.2625	+40.8156	 0.00	 0.12
   85580	 2.34033	078.49	+02.52	305.1038	+40.9031	2rp500244n00.011	 	 	J202024.9+405411	 1.131e-02	....isl.n.av.	305.1038	+40.9031	 2.55	-0.05
   85388	 2.50140	078.49	+02.72	304.8850	+41.0208	2rp500206n00.033	 	 	J201932.4+410115	 5.414e-03	.....sl.n..v.	304.8850	+41.0208	 0.96	 0.61
   85713	 2.11627	078.49	+02.23	305.4221	+40.7422	2rp500246n00.016	 	 	J202141.3+404432	 2.058e-02	...fislmnpav.	305.4221	+40.7422	 0.83	 0.35
   85753	 2.03302	078.49	+02.11	305.5467	+40.6775	2rp500246n00.019	 	 	J202211.2+404039	 4.043e-03	........n....	305.5467	+40.6775	 0.66	 0.26
   85145	 2.88515	078.49	+03.18	304.3867	+41.2794	2rp500207n00.003	S	 	J201732.8+411646	 2.508e-02	...........v.	304.3867	+41.2794	-0.19	 0.44
   85790	 1.92433	078.50	+01.96	305.7142	+40.5972	2rp500246n00.022	 	 	J202251.4+403549	 2.247e-03	........n....	305.7142	+40.5972	 0.93	 0.35
   85709	 2.12044	078.50	+02.24	305.4142	+40.7553	2rp500246n00.013	 	 	J202139.4+404519	 2.086e-02	.d.fislmnpav.	305.4142	+40.7553	 1.25	-0.08
   85712	 2.11556	078.50	+02.23	305.4213	+40.7519	2rp500244n00.058	 	 	J202141.1+404507	 2.460e-02	.d.fislm.pav.	305.4213	+40.7519	 0.86	 0.16
   85628	 2.28446	078.50	+02.46	305.1800	+40.8783	2rp500244n00.016	 	 	J202043.2+405242	 3.539e-03	.....sl.n..v.	305.1800	+40.8783	 1.05	 0.17
   85594	 2.32412	078.50	+02.51	305.1250	+40.9069	2rp500244n00.009	 	 	J202030.0+405424	 1.333e-02	....isl.n.av.	305.1250	+40.9069	 0.54	-0.16
