#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-05-20T17:28:20
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml17705
#INFO	CatalogsExamined=6
#  6 catalogues with potential matches were examined
#
#INFO	Target=308.200000+41.000000,rm=600.

#RESOURCE=2126
#Name: II/126
#Title:	IRAS Serendipitous Survey Catalog (IPAC 1986)
#Table	II_126_sources:
#Name: II/126/sources
#Title:	Properties of the point sources identified
#Coosys	B1950:	eq_FK4 1950
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_r	(F8.5)	Distance from center (RA1950=20 30 59.9, DE1950=+40 49 43)	[ucd=POS_ANG_DIST_GENERAL]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	IRAS	(A11)	IRAS/SSC Source Name (1)        (link)	[ucd=ID_MAIN]
#Column	RA1950	(A10)	Right Ascension 1950 (hours)	[ucd=POS_EQ_RA_MAIN]
#Column	DE1950	(A9)	Declination 1950 (degrees)	[ucd=POS_EQ_DEC_MAIN]
#Column	ANGLE	(I3)	Position Angle of SSC Source Error Box expressed in degrees East of North.	[ucd=ERROR]
#Column	FLUX12	(E9.2)	Averaged Non-color Corrected Flux Densities(2)	[ucd=PHOT_FLUX_IR_12]
#Column	FLUX25	(E9.2)	Averaged Non-color Corrected Flux Densities(2)	[ucd=PHOT_FLUX_IR_25]
#Column	FLUX60	(E9.2)	Averaged Non-color Corrected Flux Densities(2)	[ucd=PHOT_FLUX_IR_60]
#Column	RGRID	(I5)	Reference Grid Number        (link)	[ucd=REFER_CODE]

recno	_r	_Glon	_Glat	_RAJ2000	_DEJ2000	IRAS	RA1950	DE1950	ANGLE	FLUX12	FLUX25	FLUX60	RGRID
   36726	 0.24280	079.76	+00.49	308.2602	+40.7615	20312+4035 	20 31 13.9	+40 35 24	 84	 2.44e-01	 1.20e+02	 1.02e+01	 2188
   35721	 6.52599	079.76	+07.19	300.7039	+44.5141	20011+4422 	20 01 11.6	+44 22 22	 74	 9.79e-02	 1.07e-01	 6.12e-01	 2687
   36629	 1.64903	079.76	+02.31	306.3025	+41.8334	20234+4140 	20 23 27.0	+41 40 10	 65	 2.40e-01	 2.30e-01	 3.85e+00	15438
   36755	 0.40700	079.77	+00.29	308.4803	+40.6526	20321+4028 	20 32 06.4	+40 28 49	 84	 3.75e-01	 6.14e-01	 1.02e+01	 2188
   35747	 6.18456	079.78	+06.85	301.1208	+44.3469	20028+4412 	20 02 51.1	+44 12 14	 74	 2.56e-01	 1.07e-01	 6.12e-01	 2687
   35742	 6.24954	079.78	+06.92	301.0462	+44.3844	20025+4414 	20 02 33.3	+44 14 30	 74	 9.79e-02	 1.07e-01	 1.78e+00	 2687
   36666	 0.26783	079.80	+00.91	307.8490	+41.0399	20295+4052 	20 29 35.9	+40 52 12	 73	 1.15e+00	 2.05e+00	 3.18e+00	14469
   36667	 0.25343	079.80	+00.89	307.8670	+41.0331	20296+4051 	20 29 40.2	+40 51 47	 73	 1.41e-01	 2.68e-01	 3.18e+00	14469
   36703	 0.24044	079.80	+00.46	308.3311	+40.7810	20315+4036 	20 31 30.9	+40 36 33	 73	 1.41e-01	 2.68e-01	 5.59e+01	14469
   36683	 0.12544	079.81	+00.72	308.0556	+40.9380	20304+4046 	20 30 25.2	+40 46 02	 73	 1.41e-01	 2.68e-01	 4.14e+00	14469
   35745	 6.23445	079.81	+06.90	301.0861	+44.4032	20027+4415 	20 02 42.9	+44 15 37	 74	 1.17e-01	 1.07e-01	 6.12e-01	 2687
   36625	 1.80942	079.81	+02.48	306.1586	+41.9673	20228+4148 	20 22 52.8	+41 48 14	 65	 6.48e-01	 1.30e+00	 3.85e+00	15438
   35714	 6.75886	079.81	+07.43	300.4598	+44.6786	20002+4432 	20 00 13.5	+44 32 18	 74	 1.24e-01	 1.07e-01	 6.12e-01	 2687
   36639	 1.37834	079.82	+02.04	306.6378	+41.7247	20247+4133 	20 24 47.1	+41 33 34	 65	 1.60e-01	 2.30e-01	 3.85e+00	15438
   36660	 0.46339	079.82	+01.12	307.6379	+41.1877	20287+4101 	20 28 45.6	+41 01 07	 73	 1.41e-01	 1.22e+00	 3.18e+00	14469
   36741	 0.24896	079.82	+00.44	308.3666	+40.7853	20316+4036 	20 31 39.4	+40 36 48	 84	 2.00e-01	 6.14e-01	 5.95e+01	 2188
   36777	 0.57614	079.82	+00.10	308.7251	+40.5830	20330+4024 	20 33 04.9	+40 24 35	 84	 4.07e+00	 2.50e+01	 1.02e+01	 2188
   36675	 0.19231	079.83	+00.84	307.9473	+41.0248	20299+4051 	20 29 59.4	+40 51 16	 73	 5.90e-01	 3.26e+00	 3.18e+00	14469
   36693	 0.11217	079.83	+00.61	308.1938	+40.8879	20309+4043 	20 30 58.2	+40 43 00	 73	 3.11e-01	 2.68e-01	 3.18e+00	14469
   36700	 0.16579	079.83	+00.53	308.2814	+40.8460	20313+4040 	20 31 19.1	+40 40 28	 73	 1.41e-01	 1.92e+00	 3.18e+00	14469
   35741	 6.29037	079.84	+06.96	301.0435	+44.4613	20025+4419 	20 02 32.8	+44 19 07	 74	 9.79e-02	 1.07e-01	 1.78e+00	 2687
   36669	 0.25045	079.85	+00.91	307.8884	+41.0865	20297+4054 	20 29 45.4	+40 54 59	 73	 4.10e-01	 2.68e-01	 3.18e+00	14469
   36627	 1.75553	079.86	+02.42	306.2509	+41.9749	20232+4148A	20 23 14.9	+41 48 40	 65	 1.60e-01	 2.30e-01	 3.66e+01	15438
   36628	 1.74511	079.86	+02.41	306.2631	+41.9696	20232+4148B	20 23 17.8	+41 48 21	 65	 1.16e+00	 2.13e+00	 3.85e+00	15438
   36734	 0.17711	079.86	+00.50	308.3327	+40.8540	20315+4040 	20 31 31.4	+40 40 56	 84	 2.12e-01	 2.09e+00	 1.02e+01	 2188
   36698	 0.10514	079.87	+00.58	308.2568	+40.9040	20312+4043 	20 31 13.3	+40 43 57	 73	 1.72e-01	 1.35e+00	 3.18e+00	14469
   36778	 0.53800	079.87	+00.13	308.7273	+40.6391	20330+4027 	20 33 05.5	+40 27 57	 84	 1.59e+00	 1.00e+01	 1.02e+01	 2188
   36688	 0.07038	079.87	+00.72	308.1083	+40.9870	20306+4048 	20 30 37.9	+40 48 58	 73	 1.41e-01	 7.07e-01	 3.18e+00	14469
   36638	 1.41572	079.87	+02.08	306.6336	+41.7897	20247+4137 	20 24 46.2	+41 37 28	 65	 1.60e-01	 1.33e+00	 3.85e+00	15438
   36633	 1.60780	079.87	+02.28	306.4256	+41.9036	20239+4144 	20 23 56.6	+41 44 21	 65	 1.60e-01	 2.30e-01	 2.05e+01	15438
   36659	 0.50647	079.88	+01.17	307.6240	+41.2613	20287+4105 	20 28 42.4	+41 05 32	 73	 1.31e+01	 8.24e+01	 8.38e+02	14469
   36640	 1.40558	079.88	+02.07	306.6482	+41.7878	20248+4137 	20 24 49.7	+41 37 21	 65	 9.53e-01	 2.30e-01	 2.91e+01	15438
   36623	 1.88082	079.89	+02.55	306.1337	+42.0702	20227+4154 	20 22 47.0	+41 54 25	 65	 1.60e-01	 3.41e+01	 2.02e+02	15438
   36690	 0.04588	079.89	+00.70	308.1396	+40.9947	20307+4049 	20 30 45.4	+40 49 25	 73	 5.45e-01	 2.68e-01	 3.18e+00	14469
   35751	 6.20369	079.89	+06.87	301.1826	+44.4580	20031+4418 	20 03 06.1	+44 18 53	 74	 1.19e-01	 1.07e-01	 1.59e+00	 2687
   35752	 6.20477	079.91	+06.87	301.1892	+44.4678	20031+4419 	20 03 07.7	+44 19 28	 74	 9.79e-02	 1.38e-01	 6.12e-01	 2687
   36674	 0.24720	079.91	+00.92	307.9310	+41.1414	20299+4058 	20 29 55.7	+40 58 16	 73	 1.41e-01	 6.57e+00	 3.18e+00	14469
   35739	 6.35116	079.92	+07.02	301.0218	+44.5532	20024+4424 	20 02 27.8	+44 24 38	 74	 1.33e-01	 1.07e-01	 6.12e-01	 2687
   36679	 0.16168	079.92	+00.83	308.0274	+41.0959	20303+4055 	20 30 18.7	+40 55 31	 73	 3.10e+00	 2.75e+00	 3.18e+00	14469
   36619	 2.06501	079.92	+02.73	305.9602	+42.2082	20220+4202 	20 22 05.7	+42 02 44	 65	 2.53e+00	 6.58e+00	 3.85e+00	15438
   36766	 0.37791	079.93	+00.29	308.6052	+40.7787	20326+4036 	20 32 36.5	+40 36 21	 84	 2.00e-01	 6.14e-01	 3.81e+01	 2188
   36704	 0.11051	079.94	+00.56	308.3304	+40.9498	20315+4046 	20 31 31.0	+40 46 41	 73	 1.41e-01	 3.05e+00	 3.18e+00	14469
   36702	 0.08457	079.95	+00.59	308.3073	+40.9756	20314+4048 	20 31 25.5	+40 48 14	 73	 1.17e+00	 3.93e+00	 4.01e+01	14469
   35749	 6.26345	079.95	+06.93	301.1523	+44.5368	20029+4423 	20 02 59.0	+44 23 37	 74	 9.79e-02	 1.32e-01	 6.12e-01	 2687
   36670	 0.31514	079.95	+00.98	307.8879	+41.2098	20297+4102 	20 29 45.5	+41 02 23	 73	 3.86e-01	 2.68e-01	 3.18e+00	14469
   36661	 0.52722	079.95	+01.20	307.6623	+41.3378	20288+4110 	20 28 51.7	+41 10 07	 73	 1.77e+00	 1.63e+00	 3.18e+00	14469
   36779	 0.47688	079.96	+00.19	308.7341	+40.7464	20331+4034 	20 33 07.3	+40 34 23	 84	 2.00e-01	 2.88e+00	 1.02e+01	 2188
   36732	 0.09252	079.96	+00.58	308.3198	+40.9804	20314+4048 	20 31 28.5	+40 48 31	 84	 1.13e+00	 4.47e+00	 1.02e+01	 2188
   36676	 0.25956	079.96	+00.93	307.9570	+41.1840	20300+4100 	20 30 02.0	+41 00 49	 73	 2.14e+00	 3.52e+00	 3.18e+00	14469
   36658	 0.63154	079.96	+01.30	307.5587	+41.4074	20284+4114 	20 28 27.0	+41 14 19	 73	 2.55e-01	 2.68e-01	 3.18e+00	14469
   36737	 0.11539	079.96	+00.56	308.3482	+40.9719	20315+4048 	20 31 35.3	+40 48 00	 84	 2.00e-01	 6.14e-01	 4.45e+01	 2188
   36721	 0.07625	079.99	+00.71	308.2076	+41.0760	20310+4054 	20 31 01.8	+40 54 17	 84	 2.00e-01	 6.14e-01	 1.24e+01	 2188
   36686	 0.18364	079.99	+00.84	308.0675	+41.1541	20304+4059 	20 30 28.4	+40 59 00	 73	 4.66e+00	 1.12e+01	 1.82e+02	14469
   36699	 0.08348	080.00	+00.68	308.2565	+41.0718	20312+4054 	20 31 13.5	+40 54 01	 73	 1.41e-01	 1.00e+00	 3.18e+00	14469
   35729	 6.50728	080.00	+07.18	300.9006	+44.7102	20019+4434 	20 01 59.1	+44 34 05	 74	 1.69e+01	 9.85e+00	 3.99e+00	 2687
   36634	 1.69180	080.01	+02.36	306.4383	+42.0598	20239+4153 	20 23 59.9	+41 53 43	 65	 1.60e-01	 2.30e-01	 1.70e+01	15438
   36621	 2.10453	080.01	+02.77	305.9854	+42.3005	20221+4208 	20 22 11.9	+42 08 16	 65	 1.60e-01	 1.09e+00	 3.85e+00	15438
   36663	 0.50291	080.01	+01.16	307.7436	+41.3673	20291+4111 	20 29 11.2	+41 11 52	 73	 1.41e-01	 2.68e-01	 1.57e+01	14469
   36622	 2.02017	080.03	+02.69	306.0976	+42.2698	20226+4206 	20 22 38.7	+42 06 24	 65	 2.09e+00	 1.02e+01	 3.85e+00	15438
   36774	 0.37760	080.04	+00.31	308.6767	+40.8864	20328+4042 	20 32 53.8	+40 42 48	 84	 4.30e+00	 9.01e+00	 1.02e+01	 2188
   36672	 0.38877	080.06	+01.03	307.9193	+41.3263	20298+4109 	20 29 53.2	+41 09 22	 73	 1.41e-01	 2.58e-01	 3.18e+00	14469
   36671	 0.42952	080.08	+01.07	307.9007	+41.3657	20298+4111 	20 29 48.8	+41 11 44	 73	 3.73e-01	 2.68e-01	 3.18e+00	14469
   36731	 0.16658	080.09	+00.68	308.3179	+41.1409	20314+4058 	20 31 28.3	+40 58 09	 84	 4.27e-01	 6.14e-01	 1.02e+01	 2188
   36681	 0.31567	080.09	+00.94	308.0465	+41.2938	20303+4107 	20 30 23.6	+41 07 23	 73	 1.61e+00	 2.68e-01	 3.18e+00	14469
   36759	 0.24770	080.09	+00.49	308.5258	+41.0303	20322+4051 	20 32 17.9	+40 51 28	 84	 3.39e-01	 6.14e-01	 1.02e+01	 2188
   36691	 0.24052	080.10	+00.83	308.1668	+41.2392	20308+4104 	20 30 52.3	+41 04 05	 73	 6.68e+00	 2.68e-01	 3.18e+00	14469
   36717	 0.24185	080.10	+00.83	308.1764	+41.2412	20309+4104 	20 30 54.6	+41 04 12	 84	 5.91e+00	 6.14e-01	 1.02e+01	 2188
   36687	 0.31475	080.11	+00.92	308.0807	+41.3017	20305+4107 	20 30 31.8	+41 07 51	 73	 1.41e-01	 1.05e+00	 3.18e+00	14469
   36694	 0.24629	080.12	+00.82	308.1964	+41.2463	20309+4104 	20 30 59.4	+41 04 30	 73	 1.41e-01	 2.64e+00	 3.18e+00	14469
   36632	 1.80635	080.12	+02.46	306.4138	+42.2163	20239+4203 	20 23 54.3	+42 03 07	 65	 1.60e-01	 2.30e-01	 3.85e+00	15438
   36714	 0.31100	080.13	+00.90	308.1112	+41.3037	20306+4107 	20 30 39.1	+41 07 58	 84	 1.44e+00	 6.14e-01	 1.02e+01	 2188
   36747	 0.24277	080.16	+00.63	308.4271	+41.1722	20319+4100 	20 31 54.5	+41 00 00	 84	 1.43e+00	 6.14e-01	 1.02e+01	 2188
   36618	 2.27610	080.17	+02.93	305.9295	+42.5208	20219+4221 	20 21 58.9	+42 21 30	 65	 1.28e+00	 2.30e-01	 3.85e+00	15438
   36685	 0.40088	080.17	+00.98	308.0618	+41.3872	20304+4112 	20 30 27.4	+41 12 59	 73	 2.69e-01	 4.34e-01	 3.18e+00	14469
   36624	 2.08960	080.17	+02.74	306.1429	+42.4172	20228+4215 	20 22 49.8	+42 15 14	 65	 1.60e-01	 1.13e+01	 3.85e+00	15438
   36762	 0.30323	080.19	+00.53	308.5589	+41.1368	20324+4057 	20 32 26.0	+40 57 51	 84	 1.51e+01	 6.14e-01	 8.28e+01	 2188
   36772	 0.35600	080.20	+00.45	308.6532	+41.0997	20328+4055 	20 32 48.5	+40 55 36	 84	 2.37e+00	 6.14e-01	 1.02e+01	 2188
   36724	 0.35551	080.22	+00.86	308.2253	+41.3550	20311+4111 	20 31 06.5	+41 11 01	 84	 6.57e-01	 6.28e-01	 1.02e+01	 2188
   36750	 0.30156	080.22	+00.66	308.4471	+41.2372	20319+4103 	20 31 59.4	+41 03 54	 84	 2.33e+00	 6.14e-01	 1.02e+01	 2188
   36733	 0.32681	080.23	+00.78	308.3204	+41.3140	20314+4108 	20 31 29.2	+41 08 32	 84	 2.00e-01	 6.21e+00	 1.02e+01	 2188
   36626	 2.09194	080.26	+02.73	306.2251	+42.4850	20231+4219 	20 23 09.6	+42 19 17	 65	 8.02e-01	 2.30e-01	 3.85e+00	15438
   36636	 1.87130	080.27	+02.51	306.4783	+42.3596	20241+4211 	20 24 10.0	+42 11 42	 65	 2.50e-01	 3.19e-01	 3.85e+00	15438
   36716	 0.46787	080.27	+00.98	308.1456	+41.4661	20307+4117 	20 30 47.6	+41 17 42	 84	 3.88e-01	 6.14e-01	 1.02e+01	 2188
   36631	 1.99400	080.28	+02.63	306.3499	+42.4386	20236+4216 	20 23 39.4	+42 16 28	 65	 2.81e+00	 2.30e-01	 3.85e+00	15438
   36768	 0.40077	080.31	+00.55	308.6259	+41.2401	20327+4104 	20 32 42.2	+41 04 02	 84	 2.00e-01	 3.41e+00	 1.02e+01	 2188
   36735	 0.42689	080.31	+00.84	308.3323	+41.4151	20315+4114 	20 31 32.2	+41 14 36	 84	 7.66e-01	 6.14e-01	 1.02e+01	 2188
   36765	 0.41149	080.33	+00.59	308.5993	+41.2809	20325+4106 	20 32 35.9	+41 06 29	 84	 2.00e-01	 4.46e+00	 1.02e+01	 2188
   36775	 0.43313	080.33	+00.53	308.6756	+41.2434	20329+4104 	20 32 54.1	+41 04 13	 84	 7.26e-01	 6.14e-01	 1.02e+01	 2188
   36771	 0.43460	080.34	+00.57	308.6424	+41.2791	20327+4106 	20 32 46.2	+41 06 22	 84	 1.20e+00	 6.14e-01	 1.02e+01	 2188
   36754	 0.42903	080.35	+00.73	308.4733	+41.3765	20320+4112 	20 32 05.9	+41 12 15	 84	 5.76e+00	 2.84e+01	 3.40e+02	 2188
   36630	 2.07711	080.35	+02.70	306.3275	+42.5377	20235+4222 	20 23 34.2	+42 22 25	 65	 1.57e+00	 2.30e-01	 3.85e+00	15438
   36620	 2.40486	080.36	+03.03	305.9659	+42.7368	20221+4234 	20 22 08.0	+42 34 27	 65	 3.14e-01	 2.30e-01	 3.85e+00	15438
   36727	 0.56290	080.40	+00.96	308.2620	+41.5610	20312+4123 	20 31 15.6	+41 23 22	 84	 4.32e-01	 6.14e-01	 1.02e+01	 2188
   36776	 0.50777	080.42	+00.57	308.6992	+41.3415	20329+4110 	20 32 59.9	+41 10 06	 84	 6.17e-01	 5.29e+00	 6.68e+01	 2188
   36723	 0.64356	080.44	+01.05	308.2062	+41.6435	20310+4128 	20 31 02.4	+41 28 20	 84	 1.28e+00	 6.14e-01	 1.02e+01	 2188
   36617	 2.62420	080.45	+03.24	305.8099	+42.9312	20215+4246 	20 21 31.0	+42 46 09	 65	 1.60e-01	 2.30e-01	 3.85e+00	15438
   36615	 2.70061	080.46	+03.31	305.7306	+42.9814	20212+4249 	20 21 12.1	+42 49 11	 65	 1.09e+00	 2.30e-01	 3.85e+00	15438
   36725	 0.68036	080.49	+01.05	308.2449	+41.6795	20311+4130 	20 31 11.7	+41 30 29	 84	 8.71e-01	 6.14e-01	 1.02e+01	 2188
   36753	 0.60965	080.50	+00.85	308.4661	+41.5759	20320+4124 	20 32 04.5	+41 24 13	 84	 2.00e-01	 6.14e-01	 3.11e+01	 2188
   36718	 0.74529	080.51	+01.12	308.1776	+41.7451	20309+4134 	20 30 55.7	+41 34 26	 84	 1.79e+00	 3.31e+00	 1.02e+01	 2188
   36770	 0.60541	080.52	+00.71	308.6324	+41.5107	20327+4120 	20 32 44.2	+41 20 16	 84	 1.11e+01	 1.63e+01	 2.48e+02	 2188
   36736	 0.72676	080.56	+01.01	308.3357	+41.7196	20315+4132 	20 31 33.5	+41 32 52	 84	 2.11e-01	 6.14e-01	 1.02e+01	 2188
   36761	 0.66998	080.57	+00.83	308.5448	+41.6179	20323+4126 	20 32 23.4	+41 26 43	 84	 3.01e-01	 6.14e-01	 1.02e+01	 2188
   36616	 2.74134	080.58	+03.33	305.8025	+43.0848	20214+4255 	20 21 29.5	+42 55 22	 65	 2.44e-01	 2.30e-01	 3.85e+00	15438
   36728	 0.84167	080.63	+01.12	308.2726	+41.8399	20313+4140 	20 31 18.6	+41 40 06	 84	 2.00e-01	 6.14e-01	 4.74e+01	 2188
   36769	 0.72514	080.63	+00.80	308.6269	+41.6504	20327+4128 	20 32 43.1	+41 28 39	 84	 2.00e-01	 6.70e-01	 1.02e+01	 2188
   36715	 0.93985	080.64	+01.27	308.1265	+41.9382	20307+4146 	20 30 43.8	+41 46 02	 84	 2.00e-01	 7.95e-01	 3.58e+01	 2188
   36749	 0.79266	080.65	+00.98	308.4431	+41.7714	20319+4135 	20 31 59.3	+41 35 57	 84	 8.91e-01	 6.14e-01	 1.02e+01	 2188
   36730	 0.85368	080.65	+01.11	308.3013	+41.8503	20314+4140 	20 31 25.5	+41 40 43	 84	 1.12e+00	 2.53e+00	 1.02e+01	 2188
   36739	 0.83508	080.65	+01.07	308.3504	+41.8274	20316+4139 	20 31 37.2	+41 39 20	 84	 2.00e-01	 2.16e+00	 1.02e+01	 2188
   36773	 0.75012	080.66	+00.79	308.6523	+41.6689	20328+4129 	20 32 49.2	+41 29 45	 84	 2.57e-01	 6.14e-01	 1.02e+01	 2188
   36719	 0.96220	080.68	+01.25	308.1769	+41.9620	20309+4147 	20 30 55.9	+41 47 27	 84	 8.41e-01	 6.14e-01	 1.02e+01	 2188
   36763	 0.79949	080.69	+00.89	308.5673	+41.7505	20324+4134 	20 32 29.0	+41 34 40	 84	 2.68e-01	 6.14e-01	 1.02e+01	 2188
   36722	 1.00131	080.73	+01.26	308.2017	+42.0013	20310+4149 	20 31 01.9	+41 49 48	 84	 8.13e-01	 1.48e+00	 2.39e+01	 2188
   36764	 0.85800	080.74	+00.92	308.5836	+41.8083	20325+4138 	20 32 33.0	+41 38 08	 84	 2.00e-01	 1.17e+00	 1.80e+01	 2188
   36758	 0.91341	080.77	+01.02	308.5004	+41.8852	20322+4142 	20 32 13.2	+41 42 46	 84	 4.43e-01	 6.14e-01	 1.02e+01	 2188
   36760	 0.90474	080.77	+00.99	308.5335	+41.8695	20323+4141 	20 32 21.1	+41 41 49	 84	 2.00e-01	 6.14e-01	 2.54e+01	 2188
   36748	 0.94112	080.77	+01.08	308.4374	+41.9241	20319+4145 	20 31 58.2	+41 45 07	 84	 2.00e-01	 6.14e-01	 3.88e+01	 2188
   36720	 1.05825	080.77	+01.30	308.2005	+42.0582	20310+4153 	20 31 01.7	+41 53 13	 84	 1.10e+00	 6.14e-01	 1.02e+01	 2188
   36751	 0.95251	080.79	+01.07	308.4570	+41.9328	20320+4145 	20 32 02.9	+41 45 38	 84	 2.00e-01	 2.95e+00	 1.02e+01	 2188
   36742	 1.06376	080.84	+01.20	308.3609	+42.0569	20316+4153B	20 31 40.1	+41 53 06	 84	 1.65e+00	 6.14e-01	 1.02e+01	 2188
   36740	 1.07373	080.85	+01.21	308.3550	+42.0674	20316+4153A	20 31 38.7	+41 53 44	 84	 2.00e-01	 2.74e+00	 1.02e+01	 2188
   36746	 1.08777	080.87	+01.20	308.3875	+42.0787	20317+4154 	20 31 46.5	+41 54 24	 84	 2.00e-01	 6.14e-01	 5.57e+01	 2188
   36744	 1.10257	080.88	+01.21	308.3782	+42.0945	20317+4155 	20 31 44.3	+41 55 21	 84	 1.24e+00	 6.14e-01	 1.02e+01	 2188
   36967	 1.47777	081.20	-00.07	310.0103	+41.5776	20382+4123 	20 38 14.1	+41 23 58	 72	 2.84e-01	 1.28e+00	 9.71e+00	 3239
   36969	 1.50528	081.24	-00.06	310.0280	+41.6168	20383+4126 	20 38 18.4	+41 26 19	 72	 4.55e-01	 5.39e-01	 9.71e+00	 3239
   36958	 1.50963	081.35	+00.19	309.8564	+41.8584	20376+4140 	20 37 37.7	+41 40 51	 72	 6.26e-01	 9.73e-01	 9.71e+00	 3239
   36975	 1.73029	081.43	-00.17	310.3108	+41.6951	20394+4130 	20 39 26.2	+41 30 57	 72	 1.13e+00	 4.29e-01	 9.71e+00	 3239
   36971	 1.67370	081.47	+00.04	310.1137	+41.8619	20386+4141B	20 38 39.3	+41 41 00	 72	 2.84e-01	 4.29e-01	 1.92e+02	 3239
   36970	 1.67285	081.47	+00.05	310.1087	+41.8666	20386+4141A	20 38 38.1	+41 41 17	 72	 5.59e+00	 7.49e+00	 9.71e+00	 3239
   36964	 1.61298	081.48	+00.24	309.9031	+41.9872	20378+4148 	20 37 49.1	+41 48 34	 72	 2.05e+00	 4.29e-01	 9.71e+00	 3239
   36959	 1.61196	081.49	+00.29	309.8665	+42.0204	20376+4150 	20 37 40.4	+41 50 34	 72	 2.47e+00	 4.29e-01	 9.71e+00	 3239
   36966	 1.66577	081.52	+00.19	309.9930	+41.9856	20381+4148 	20 38 10.6	+41 48 27	 72	 2.37e+00	 4.29e-01	 9.71e+00	 3239
   36972	 1.73197	081.54	+00.05	310.1597	+41.9181	20388+4144 	20 38 50.4	+41 44 22	 72	 2.92e+00	 4.29e-01	 9.71e+00	 3239
   36973	 1.80161	081.63	+00.09	310.1896	+42.0130	20389+4150 	20 38 57.7	+41 50 03	 72	 1.45e+00	 4.29e-01	 9.71e+00	 3239
   36944	 1.71871	081.64	+00.72	309.5292	+42.4033	20363+4213 	20 36 20.3	+42 13 37	 72	 2.84e-01	 4.29e-01	 9.71e+00	 3239
   36947	 1.72218	081.64	+00.70	309.5485	+42.3972	20364+4213 	20 36 24.9	+42 13 15	 72	 1.61e+00	 4.29e-01	 9.71e+00	 3239
   36957	 1.74793	081.66	+00.47	309.8122	+42.2663	20374+4205 	20 37 27.8	+42 05 20	 72	 3.90e+00	 1.62e+01	 9.71e+00	 3239
   36963	 1.76516	081.66	+00.39	309.9011	+42.2241	20378+4202 	20 37 49.0	+42 02 47	 72	 2.84e-01	 4.29e-01	 8.47e+01	 3239
   36956	 1.76970	081.69	+00.54	309.7633	+42.3297	20372+4209 	20 37 16.2	+42 09 09	 72	 6.25e+01	 1.40e+03	 2.60e+04	 3239
   36974	 1.86542	081.71	+00.13	310.2141	+42.0992	20390+4155 	20 39 03.7	+41 55 13	 72	 2.75e+00	 4.29e-01	 5.76e+01	 3239
   36954	 1.79839	081.72	+00.57	309.7463	+42.3788	20372+4212 	20 37 12.2	+42 12 06	 72	 1.58e+01	 4.29e-01	 9.71e+00	 3239
   36968	 1.83474	081.72	+00.33	310.0113	+42.2381	20382+4203 	20 38 15.4	+42 03 36	 72	 2.84e-01	 4.29e-01	 9.71e+00	 3239
   36955	 1.83267	081.75	+00.59	309.7598	+42.4153	20372+4214 	20 37 15.5	+42 14 17	 72	 2.84e-01	 8.01e+01	 9.71e+00	 3239
   36948	 1.86401	081.78	+00.75	309.6169	+42.5356	20366+4221 	20 36 41.5	+42 21 32	 72	 1.05e+00	 4.17e+00	 9.71e+00	 3239
   36942	 1.90619	081.82	+00.88	309.5017	+42.6410	20362+4227 	20 36 14.1	+42 27 53	 72	 2.84e-01	 4.29e-01	 2.47e+02	 3239
   36945	 1.92588	081.84	+00.86	309.5434	+42.6453	20364+4228 	20 36 24.1	+42 28 08	 72	 9.99e+00	 2.26e+01	 9.71e+00	 3239
   36940	 1.93374	081.84	+00.91	309.4860	+42.6798	20361+4230 	20 36 10.4	+42 30 13	 72	 2.84e-01	 5.99e+00	 9.71e+00	 3239
   36951	 1.96071	081.88	+00.78	309.6631	+42.6296	20368+4227 	20 36 52.7	+42 27 10	 72	 3.96e+01	 6.90e+02	 4.93e+04	 3239
   38646	 6.84568	081.88	-05.89	316.4224	+38.3775	21037+3810 	21 03 44.1	+38 10 36	 97	 8.64e-02	 5.97e-02	 1.01e-01	13327
   36938	 2.01246	081.91	+00.98	309.4719	+42.7759	20361+4235 	20 36 07.2	+42 35 59	 72	 8.45e-01	 1.57e+00	 2.21e+01	 3239
   38648	 6.83487	081.92	-05.87	316.4310	+38.4175	21037+3813 	21 03 46.2	+38 13 00	 97	 5.69e-02	 5.97e-02	 3.20e-01	13327
   36965	 2.02431	081.94	+00.60	309.9113	+42.5717	20378+4223 	20 37 52.0	+42 23 38	 72	 2.84e-01	 4.29e-01	 2.77e+01	 3239
   38653	 6.89350	081.96	-05.92	316.5112	+38.4139	21040+3812 	21 04 05.4	+38 12 46	 97	 6.23e-01	 1.58e-01	 1.01e-01	13327
   38645	 6.80068	081.96	-05.82	316.4189	+38.4792	21037+3816 	21 03 43.4	+38 16 42	 97	 9.89e-02	 5.97e-02	 1.01e-01	13327
