#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-05-20T17:28:20
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml17705
#INFO	CatalogsExamined=6
#  6 catalogues with potential matches were examined
#
#INFO	Target=308.200000+41.000000,rm=600.

#RESOURCE=2125
#Name: II/125
#Title:	IRAS catalogue of Point Sources, Version 2.0 (IPAC 1986)
#Table	II_125_main:
#Name: II/125/main
#Title:	IRAS Point Sources
#Coosys	B1950_1983.500:	eq_FK4 1950_1983.500
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_r	(F8.5)	Distance from center (RA1950=20 30 59.8, DE1950=+40 49 43)	[ucd=POS_ANG_DIST_GENERAL]
#Column	_Glon	(F6.2)	Galactic longitude Epoch=J1983.5 (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude Epoch=J1983.5 (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000.0 Epoch=J1983.5 (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000.0 Epoch=J1983.5 (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	IRAS	(A11)	IRAS source name        (link)	[ucd=ID_MAIN]
#Column	RA1950	(A10)	Hours RA, equinox 1950.0, epoch 1983.5	[ucd=POS_EQ_RA_MAIN]
#Column	DE1950	(A9)	Degrees Dec, equinox 1950.0, epoch 1983.5	[ucd=POS_EQ_DEC_MAIN]
#Column	Fnu_12	(E9.2)	Average non-color corrected flux density, 12um	[ucd=PHOT_FLUX_IR_12]
#Column	Fnu_25	(E9.2)	Average non-color corrected flux density, 25um	[ucd=PHOT_FLUX_IR_25]
#Column	Fnu_60	(E9.2)	Average non-color corrected flux density, 60um	[ucd=PHOT_FLUX_IR_60]
#Column	Fnu_100	(E9.2)	Average non-color corrected flux density, 100um	[ucd=PHOT_FLUX_IR_100]
#Column	FQual_12	(I1)	Flux density quality, 12um	[ucd=CODE_QUALITY]
#Column	FQual_25	(I1)	Flux density quality, 25um	[ucd=CODE_QUALITY]
#Column	FQual_60	(I1)	Flux density quality, 60um	[ucd=CODE_QUALITY]
#Column	FQual_100	(I1)	Flux density quality, 100um	[ucd=CODE_QUALITY]
#Column	NLRS	(I2)	Number of significant LRS spectra        (link)	[ucd=NUMBER]
#Column	NID	(I2)	Number of positional associations        (link)	[ucd=NUMBER]

recno	_r	_Glon	_Glat	_RAJ2000	_DEJ2000	IRAS	RA1950	DE1950	Fnu_12	Fnu_25	Fnu_60	Fnu_100	FQual_12	FQual_25	FQual_60	FQual_100	NLRS	NID
  217589	 7.53511	072.51	-00.67	304.1812	+34.1685	20147+3400 	20 14 47.2	+34 00 47	 2.14e+00	 1.43e+00	 5.30e+00	 7.22e+01	3	3	1	1	 0	 0
  219026	 7.89005	072.51	-02.04	305.5473	+33.3970	20202+3314 	20 20 13.4	+33 14 10	 2.50e-01	 2.50e-01	 2.46e+00	 2.42e+01	1	1	1	3	 0	 0
  218037	 7.61746	072.51	-01.11	304.6246	+33.9288	20165+3346 	20 16 33.1	+33 46 18	 2.77e-01	 4.62e-01	 3.02e+00	 8.09e+01	3	1	1	1	 0	 0
  210131	 8.81970	072.52	+05.48	297.7685	+37.4479	19492+3719 	19 49 15.9	+37 19 09	 3.33e-01	 2.50e-01	 5.77e-01	 4.47e+00	1	1	3	1	 0	 0
  208075	 9.68458	072.52	+06.93	296.1686	+38.1718	19428+3802 	19 42 53.8	+38 03 00	 7.35e-01	 2.46e-01	 4.00e-01	 3.40e+00	3	2	1	1	 0	 0
  215226	 7.43406	072.52	+01.38	302.1084	+35.3095	20065+3509 	20 06 32.3	+35 09 45	 1.94e+01	 9.86e+00	 4.30e+00	 4.92e+01	3	3	1	1	 2	 1
  213528	 7.68560	072.52	+02.77	300.6690	+36.0563	20008+3554 	20 00 48.6	+35 54 55	 4.68e-01	 2.91e-01	 1.50e+00	 2.22e+01	3	1	1	1	 0	 1
  213773	 7.63065	072.53	+02.56	300.8872	+35.9475	20016+3548 	20 01 40.7	+35 48 20	 1.05e+01	 4.72e+00	 1.16e+00	 1.29e+01	3	3	1	1	 2	 2
  207633	 9.89927	072.53	+07.27	295.7964	+38.3460	19414+3813 	19 41 24.9	+38 13 33	 1.03e+00	 3.88e-01	 4.00e-01	 2.50e+00	3	3	1	1	 0	 1
  215443	 7.41160	072.53	+01.19	302.3123	+35.2098	20073+3503 	20 07 21.0	+35 03 43	 2.57e+00	 8.15e-01	 5.29e+00	 6.94e+01	3	3	1	1	 0	 0
  218321	 7.66805	072.53	-01.37	304.9013	+33.7919	20176+3338 	20 17 39.2	+33 38 01	 2.28e+00	 7.04e-01	 6.73e+00	 2.95e+01	3	3	1	2	 0	 1
  220392	 8.43790	072.53	-03.41	306.8953	+32.6267	20255+3227 	20 25 35.3	+32 27 38	 2.61e-01	 3.73e-01	 2.71e+00	 1.98e+01	3	1	1	1	 0	 0
  219593	 8.06533	072.53	-02.57	306.0791	+33.1135	20223+3257 	20 22 20.4	+32 57 02	 5.14e-01	 4.09e-01	 5.40e+00	 7.69e+00	3	3	1	2	 0	 0
  216973	 7.42706	072.53	-00.10	303.6281	+34.5087	20125+3421 	20 12 35.2	+34 21 20	 8.46e-01	 2.52e-01	 6.58e+00	 6.04e+01	3	2	1	1	 0	 0
  208825	 9.33335	072.54	+06.40	296.7722	+37.9283	19453+3748 	19 45 18.0	+37 48 14	 3.88e+00	 2.29e+00	 4.79e-01	 1.37e+01	3	3	3	1	 0	 0
  220899	 8.72281	072.54	-04.00	307.4715	+32.2967	20278+3207 	20 27 52.9	+32 07 42	 2.50e-01	 2.50e-01	 5.86e-01	 6.23e+00	1	1	3	2	 0	 0
  220255	 8.34845	072.55	-03.25	306.7566	+32.7314	20250+3233 	20 25 02.2	+32 33 57	 8.51e+00	 6.30e+00	 2.23e+00	 5.16e+01	3	3	3	1	 0	 0
  211857	 8.14458	072.55	+04.15	299.2228	+36.8013	19550+3639 	19 55 03.3	+36 39 59	 1.94e+00	 1.22e+00	 7.91e-01	 1.26e+01	3	3	1	1	 0	 0
  217218	 7.43129	072.55	-00.30	303.8487	+34.4113	20134+3415 	20 13 27.9	+34 15 26	 2.81e-01	 2.50e-01	 2.97e+00	 3.95e+01	1	1	3	1	 0	 0
  218411	 7.65414	072.56	-01.43	304.9749	+33.7858	20179+3337 	20 17 56.8	+33 37 38	 3.68e-01	 2.50e-01	 1.54e+00	 2.25e+01	3	1	1	1	 0	 0
  220086	 8.24520	072.56	-03.05	306.5722	+32.8577	20243+3241 	20 24 18.2	+32 41 34	 4.01e-01	 2.50e-01	 7.14e+00	 7.33e+01	3	1	1	1	 0	 0
  216461	 7.36569	072.56	+00.37	303.1677	+34.7927	20107+3438 	20 10 45.3	+34 38 29	 1.24e+01	 1.25e+01	 1.42e+01	 4.09e+01	3	3	3	1	 0	 0
  212816	 7.83332	072.57	+03.38	300.0518	+36.4151	19583+3616 	19 58 21.3	+36 16 36	 6.44e-01	 3.03e-01	 1.76e+00	 1.44e+01	3	1	1	1	 0	 1
  216362	 7.35554	072.57	+00.47	303.0742	+34.8515	20103+3442 	20 10 23.0	+34 42 02	 7.26e-01	 8.17e-01	 5.11e+00	 5.56e+01	3	1	1	1	 0	 2
  215612	 7.36323	072.57	+01.08	302.4535	+35.1845	20079+3502 	20 07 54.8	+35 02 10	 1.00e+00	 7.30e-01	 3.45e+00	 2.56e+01	1	1	1	3	 0	 1
  218057	 7.55592	072.57	-01.09	304.6472	+33.9875	20166+3349 	20 16 38.6	+33 49 49	 5.46e-01	 3.47e-01	 5.81e+00	 9.21e+01	3	2	1	1	 0	 0
  219639	 8.03038	072.57	-02.58	306.1198	+33.1423	20225+3258 	20 22 30.2	+32 58 45	 8.04e-01	 3.61e-01	 6.36e+00	 5.96e+01	3	3	1	1	 0	 0
  220522	 8.45666	072.57	-03.53	307.0408	+32.5942	20261+3225 	20 26 10.1	+32 25 39	 9.48e-01	 4.94e-01	 5.27e+00	 6.26e+01	3	3	1	1	 0	 0
  217238	 7.40845	072.58	-00.30	303.8640	+34.4305	20135+3416 	20 13 31.6	+34 16 35	 6.18e-01	 3.40e-01	 2.97e+00	 9.01e+01	3	3	1	1	 0	 0
  217897	 7.51262	072.58	-00.91	304.4763	+34.0896	20159+3355 	20 15 57.8	+33 55 59	 2.51e+01	 6.57e+00	 1.58e+00	 8.81e+01	3	3	2	1	 2	 4
  213507	 7.64926	072.58	+02.82	300.6481	+36.1292	20007+3559 	20 00 43.7	+35 59 18	 2.56e-01	 2.54e-01	 1.62e+00	 3.18e+01	3	1	1	1	 0	 1
  211427	 8.27601	072.58	+04.50	298.8621	+37.0070	19536+3652 	19 53 37.2	+36 52 25	 3.68e-01	 2.50e-01	 9.00e-01	 1.03e+01	3	1	1	1	 0	 0
  219435	 7.94089	072.59	-02.38	305.9292	+33.2674	20217+3306 	20 21 44.7	+33 06 18	 2.03e-01	 3.27e-01	 2.17e+00	 7.46e+01	2	3	3	1	 0	 0
  217168	 7.39100	072.59	-00.24	303.8066	+34.4736	20132+3419 	20 13 17.9	+34 19 11	 5.85e-01	 2.50e-01	 7.71e+00	 7.74e+01	3	1	1	1	 0	 0
  210434	 8.66922	072.59	+05.31	297.9974	+37.4236	19501+3717 	19 50 10.7	+37 17 38	 4.77e-01	 2.50e-01	 4.00e-01	 5.75e+00	3	1	1	1	 0	 0
  215164	 7.37605	072.59	+01.48	302.0526	+35.4201	20063+3516 	20 06 19.1	+35 16 24	 3.44e-01	 3.04e-01	 2.59e+00	 6.71e+01	1	1	3	1	 0	 0
  214003	 7.53867	072.59	+02.43	301.0639	+35.9318	20023+3547 	20 02 23.0	+35 47 21	 4.73e-01	 3.23e-01	 1.42e+00	 1.61e+01	3	3	1	1	 0	 0
  219992	 8.15788	072.59	-02.91	306.4564	+32.9614	20238+3247 	20 23 50.6	+32 47 49	 3.10e-01	 2.50e-01	 4.64e+00	 4.80e+01	3	1	1	1	 0	 0
  216993	 7.36038	072.60	-00.07	303.6436	+34.5774	20126+3425 	20 12 39.0	+34 25 27	 1.22e+00	 4.91e-01	 5.24e+00	 6.83e+01	3	2	1	1	 0	 0
  220057	 8.17985	072.60	-02.98	306.5326	+32.9289	20241+3245 	20 24 08.8	+32 45 51	 2.59e-01	 2.50e-01	 7.45e+00	 8.46e+01	3	1	1	1	 0	 0
  213671	 7.59371	072.60	+02.70	300.7932	+36.0826	20013+3556 	20 01 18.4	+35 56 28	 5.14e-01	 3.24e-01	 4.30e+00	 1.40e+01	3	3	3	1	 0	 0
  211204	 8.35162	072.60	+04.71	298.6550	+37.1344	19527+3700 	19 52 47.8	+37 00 07	 3.59e-01	 3.03e-01	 8.98e-01	 1.20e+01	3	1	1	1	 0	 0
  216190	 7.31381	072.61	+00.63	302.9336	+34.9740	20098+3449 	20 09 49.5	+34 49 25	 2.86e+00	 1.31e+00	 2.49e+00	 3.73e+01	3	3	1	1	 0	 1
  218579	 7.64228	072.61	-01.56	305.1357	+33.7545	20185+3335 	20 18 35.3	+33 35 43	 3.01e-01	 2.50e-01	 1.82e+00	 7.17e+01	3	1	1	1	 0	 0
  215472	 7.33137	072.61	+01.22	302.3364	+35.2954	20074+3508 	20 07 26.9	+35 08 51	 2.50e-01	 2.76e-01	 3.36e+00	 3.70e+01	1	2	2	3	 0	 0
  213243	 7.68287	072.62	+03.06	300.4212	+36.2886	19598+3608 	19 59 49.6	+36 08 55	 5.64e-01	 1.74e-01	 1.49e+00	 1.46e+01	3	2	1	1	 0	 2
  211396	 8.26246	072.62	+04.55	298.8367	+37.0661	19535+3655 	19 53 31.2	+36 55 58	 2.75e+00	 1.09e+00	 7.22e-01	 8.69e+00	3	3	1	1	 0	 1
  215984	 7.30222	072.62	+00.80	302.7694	+35.0772	20091+3455 	20 09 10.3	+34 55 39	 7.10e-01	 1.12e+00	 6.07e+00	 7.22e+01	3	1	1	1	 0	 1
  215324	 7.33300	072.62	+01.36	302.1939	+35.3832	20068+3514 	20 06 52.9	+35 14 09	 4.04e-01	 3.22e-01	 2.70e+00	 7.25e+01	3	3	2	1	 0	 0
  219327	 7.86169	072.62	-02.25	305.8326	+33.3670	20213+3312 	20 21 21.7	+33 12 18	 2.49e+00	 9.40e-01	 4.82e+00	 7.67e+01	3	3	1	1	 0	 0
  221673	 9.17436	072.62	-04.90	308.3874	+31.8269	20315+3139 	20 31 31.7	+31 39 18	 5.43e-01	 3.19e-01	 5.71e-01	 1.06e+01	3	1	1	1	 0	 1
  208094	 9.63570	072.62	+06.98	296.1803	+38.2871	19429+3809 	19 42 56.8	+38 09 55	 5.01e-01	 2.96e-01	 4.00e-01	 2.87e+00	3	3	1	1	 0	 0
  221649	 9.15581	072.62	-04.87	308.3610	+31.8451	20314+3140 	20 31 25.4	+31 40 24	 1.07e+00	 4.57e-01	 6.81e-01	 3.27e+01	3	3	1	1	 0	 1
  219313	 7.85300	072.62	-02.24	305.8175	+33.3789	20213+3313 	20 21 18.1	+33 13 01	 4.00e-01	 2.50e-01	 3.50e+00	 1.92e+01	1	1	3	3	 0	 0
  219167	 7.79561	072.63	-02.09	305.6780	+33.4664	20207+3318 	20 20 44.8	+33 18 18	 3.04e-01	 2.50e-01	 5.14e+00	 8.11e+01	3	1	1	1	 0	 0
  219777	 8.01986	072.63	-02.68	306.2530	+33.1314	20230+3258 	20 23 02.1	+32 58 04	 1.35e+00	 4.58e-01	 4.67e+00	 7.27e+01	3	3	1	1	 0	 1
  217109	 7.33665	072.63	-00.15	303.7493	+34.5587	20130+3424 	20 13 04.3	+34 24 18	 1.07e+00	 5.49e-01	 7.72e+00	 7.71e+01	3	3	1	1	 0	 0
  218808	 7.68542	072.63	-01.77	305.3643	+33.6515	20194+3329 	20 19 29.9	+33 29 29	 2.50e-01	 2.50e-01	 2.24e+00	 1.69e+01	1	3	2	2	 0	 0
  222056	 9.46210	072.63	-05.38	308.8476	+31.5522	20333+3122 	20 33 21.6	+31 22 43	 5.02e-01	 2.50e-01	 4.16e-01	 3.27e+00	3	1	1	1	 0	 0
  216553	 7.29412	072.63	+00.33	303.2597	+34.8308	20111+3440 	20 11 07.4	+34 40 45	 7.75e-01	 7.47e-01	 4.48e+00	 5.55e+01	3	1	1	1	 0	 2
  209502	 9.01656	072.63	+06.00	297.2730	+37.8127	19472+3741 	19 47 17.8	+37 41 10	 4.25e-01	 2.50e-01	 6.58e-01	 5.65e+00	1	1	3	1	 0	 0
  217228	 7.34370	072.64	-00.26	303.8548	+34.5066	20134+3421 	20 13 29.5	+34 21 09	 3.07e-01	 3.83e-01	 2.49e+00	 3.79e+01	1	2	3	1	 0	 0
  216289	 7.28111	072.64	+00.58	303.0125	+34.9712	20101+3449 	20 10 08.4	+34 49 14	 5.47e-01	 8.91e-01	 2.57e+00	 5.65e+01	3	1	1	1	 0	 1
  213078	 7.70382	072.65	+03.22	300.2778	+36.3952	19592+3615 	19 59 15.4	+36 15 21	 2.47e-01	 6.24e-01	 1.83e+00	 1.96e+01	3	1	1	1	 0	 0
  220175	 8.18458	072.65	-03.09	306.6671	+32.9072	20246+3244 	20 24 41.0	+32 44 31	 3.47e-01	 2.54e-01	 1.83e+00	 9.57e+00	1	1	3	3	 0	 0
  214500	 7.40278	072.65	+02.07	301.4851	+35.7875	20040+3538 	20 04 03.7	+35 38 35	 3.38e-01	 3.88e-01	 6.76e+00	 5.89e+01	3	1	1	1	 0	 4
  216272	 7.27116	072.65	+00.60	303.0007	+34.9892	20100+3450 	20 10 05.6	+34 50 19	 4.23e+00	 1.31e+00	 5.34e+00	 1.31e+01	1	1	1	3	 0	 1
  216910	 7.29885	072.65	+00.03	303.5779	+34.6763	20123+3431 	20 12 23.4	+34 31 24	 5.79e-01	 1.33e+00	 6.01e+00	 6.61e+01	3	1	1	1	 0	 0
  210755	 8.50099	072.66	+05.11	298.2622	+37.3855	19512+3715 	19 51 14.1	+37 15 17	 1.61e+00	 3.77e-01	 4.68e-01	 4.92e+00	3	3	1	1	 0	 2
  217968	 7.43321	072.66	-00.92	304.5432	+34.1530	20162+3359 	20 16 13.9	+33 59 46	 4.85e-01	 3.38e-01	 2.98e+00	 1.07e+01	1	1	1	3	 0	 0
  222654	 9.95493	072.66	-06.16	309.5972	+31.1090	20363+3055 	20 36 20.6	+30 55 57	 8.72e-01	 5.61e-01	 4.00e-01	 2.47e+00	3	3	1	1	 0	 0
  217035	 7.29223	072.67	-00.06	303.6787	+34.6392	20127+3429 	20 12 47.5	+34 29 09	 9.93e-01	 3.45e-01	 5.64e+00	 7.68e+01	3	3	1	1	 0	 2
  214679	 7.36224	072.67	+01.94	301.6303	+35.7336	20046+3535 	20 04 38.4	+35 35 19	 2.56e-01	 3.25e-01	 5.76e+00	 7.32e+01	1	3	1	1	 0	 2
  214838	 7.33789	072.67	+01.81	301.7647	+35.6683	20051+3531 	20 05 10.5	+35 31 22	 1.07e+00	 3.92e-01	 5.59e+00	 6.13e+01	3	3	1	1	 0	 1
  208277	 9.53057	072.67	+06.88	296.3273	+38.2780	19435+3809 	19 43 32.0	+38 09 20	 1.10e+00	 3.80e-01	 4.00e-01	 2.97e+00	3	3	1	1	 0	 0
  210003	 8.79660	072.67	+05.67	297.6567	+37.6802	19488+3733 	19 48 49.5	+37 33 07	 5.37e-01	 2.50e-01	 4.52e-01	 5.01e+00	3	1	1	1	 0	 0
  215470	 7.26582	072.68	+01.26	302.3355	+35.3785	20074+3513 	20 07 26.8	+35 13 50	 6.71e-01	 5.20e-01	 5.56e+00	 5.63e+01	3	3	1	1	 0	 1
  208938	 9.21759	072.68	+06.39	296.8686	+38.0473	19456+3755 	19 45 41.3	+37 55 21	 7.99e-01	 2.92e-01	 4.00e-01	 1.48e+01	3	1	1	1	 0	 0
  216250	 7.23989	072.68	+00.63	302.9825	+35.0361	20100+3453 	20 10 01.3	+34 53 08	 3.01e+00	 1.72e+00	 4.58e+00	 4.00e+01	3	3	1	1	 0	 0
  221672	 9.09489	072.68	-04.85	308.3837	+31.9063	20315+3144 	20 31 30.9	+31 44 04	 4.33e-01	 3.05e-01	 5.68e-01	 3.96e+00	3	1	1	3	 0	 1
  217458	 7.30904	072.69	-00.42	304.0567	+34.4641	20142+3418 	20 14 17.8	+34 18 33	 4.20e-01	 2.70e-01	 1.70e+00	 4.20e+01	1	1	3	1	 0	 0
  215295	 7.26678	072.69	+01.44	302.1657	+35.4861	20067+3520 	20 06 46.3	+35 20 20	 2.96e-01	 5.38e-01	 9.42e+00	 3.03e+01	2	3	2	2	 0	 1
  213951	 7.45999	072.70	+02.55	301.0174	+36.0844	20022+3556 	20 02 12.1	+35 56 31	 6.49e-01	 2.50e-01	 1.42e+00	 1.61e+01	3	1	1	1	 0	 0
  210079	 8.74943	072.70	+05.63	297.7230	+37.6796	19490+3733 	19 49 05.4	+37 33 04	 6.00e-01	 2.27e-01	 4.00e-01	 3.42e+00	3	3	1	1	 0	 0
  212830	 7.73466	072.70	+03.46	300.0600	+36.5673	19583+3625 	19 58 23.5	+36 25 44	 4.05e-01	 2.56e-01	 1.34e+00	 2.28e+01	3	1	1	1	 0	 0
  217495	 7.30290	072.70	-00.45	304.0951	+34.4559	20144+3418 	20 14 27.0	+34 18 03	 6.24e-01	 2.50e-01	 6.57e+00	 8.41e+01	3	1	1	1	 0	 0
  217681	 7.32985	072.70	-00.61	304.2631	+34.3630	20151+3412 	20 15 07.1	+34 12 26	 1.25e+00	 7.14e-01	 2.80e+00	 5.36e+01	3	3	1	1	 0	 0
  217196	 7.26631	072.70	-00.18	303.8304	+34.6034	20133+3426 	20 13 23.8	+34 26 58	 2.50e-01	 1.55e+00	 1.08e+01	 2.16e+01	1	3	3	2	 0	 0
  222059	 9.37690	072.71	-05.33	308.8535	+31.6378	20333+3127 	20 33 23.1	+31 27 51	 1.96e+00	 6.31e-01	 6.40e-01	 2.20e+01	3	3	3	1	 0	 0
  217253	 7.27008	072.71	-00.23	303.8731	+34.5814	20135+3425 	20 13 34.0	+34 25 38	 4.04e-01	 5.41e-01	 1.08e+01	 5.69e+01	1	3	1	1	 0	 1
  219644	 7.87493	072.71	-02.49	306.1260	+33.2998	20225+3308 	20 22 31.9	+33 08 12	 2.05e+00	 9.83e-01	 5.79e+00	 7.29e+01	3	3	1	1	 0	 0
  211809	 8.06334	072.71	+04.29	299.1760	+37.0075	19548+3652 	19 54 52.4	+36 52 22	 2.60e+00	 1.27e+00	 7.79e-01	 1.02e+01	3	3	1	1	 0	 0
  215923	 7.21458	072.71	+00.90	302.7264	+35.2078	20090+3503 	20 09 00.2	+35 03 30	 6.64e-01	 3.00e-01	 6.02e+00	 6.41e+01	3	2	1	1	 0	 0
  209152	 9.12147	072.71	+06.28	297.0174	+38.0152	19462+3753 	19 46 16.9	+37 53 23	 2.50e-01	 2.50e-01	 7.38e-01	 3.64e+00	1	1	1	3	 0	 0
  214437	 7.35299	072.72	+02.16	301.4310	+35.8981	20038+3545 	20 03 50.9	+35 45 14	 2.57e-01	 2.71e-01	 7.56e+00	 1.19e+02	3	1	1	1	 0	 4
  208139	 9.57842	072.72	+07.01	296.2139	+38.3828	19430+3815 	19 43 05.0	+38 15 39	 3.78e-01	 2.50e-01	 4.00e-01	 3.15e+00	3	1	1	1	 0	 0
  219763	 7.89613	072.73	-02.59	306.2348	+33.2602	20229+3305 	20 22 57.9	+33 05 48	 2.75e-01	 2.50e-01	 5.84e+00	 7.53e+01	3	1	1	1	 0	 0
  215615	 7.21151	072.73	+01.18	302.4545	+35.3728	20079+3513 	20 07 55.3	+35 13 28	 1.16e+00	 7.12e-01	 6.62e+00	 5.94e+01	3	3	1	1	 0	 0
  221984	 9.27786	072.73	-05.21	308.7590	+31.7330	20330+3133 	20 33 00.6	+31 33 35	 7.79e-01	 5.28e-01	 5.77e-01	 4.42e+00	3	3	1	1	 0	 0
  216385	 7.18707	072.73	+00.56	303.0994	+35.0374	20104+3453 	20 10 29.3	+34 53 11	 3.28e+00	 1.16e+00	 5.21e+00	 4.44e+01	3	3	1	1	 0	 0
  209717	 8.88044	072.73	+05.91	297.4397	+37.8517	19479+3743 	19 47 57.8	+37 43 28	 2.50e-01	 2.50e-01	 4.55e-01	 4.65e+00	1	1	2	3	 0	 0
  219215	 7.68927	072.74	-02.08	305.7388	+33.5633	20209+3324 	20 20 59.5	+33 24 06	 8.50e-01	 1.95e-01	 6.71e+00	 7.98e+01	3	2	1	1	 0	 0
  215480	 7.20972	072.74	+01.30	302.3417	+35.4454	20074+3517 	20 07 28.4	+35 17 51	 2.50e-01	 3.06e-01	 4.91e+00	 8.01e+01	1	3	2	1	 0	 1
  215161	 7.23878	072.74	+01.58	302.0481	+35.6009	20063+3527 	20 06 18.3	+35 27 15	 6.92e-01	 4.14e-01	 3.10e+00	 7.29e+01	3	3	2	1	 0	 1
  216662	 7.18449	072.75	+00.31	303.3535	+34.9126	20115+3445 	20 11 30.0	+34 45 38	 5.52e-01	 9.92e-01	 3.46e+00	 6.34e+01	3	1	1	1	 0	 1
  218434	 7.44313	072.75	-01.31	304.9899	+34.0045	20180+3350 	20 18 00.7	+33 50 45	 9.65e-01	 4.32e-01	 3.76e+00	 6.19e+01	3	3	1	1	 0	 0
  215718	 7.18339	072.75	+01.11	302.5393	+35.3562	20082+3512 	20 08 15.6	+35 12 27	 2.40e-01	 3.89e-01	 4.57e+00	 2.50e+01	2	1	2	3	 0	 0
  213905	 7.42226	072.75	+02.61	300.9897	+36.1635	20020+3601 	20 02 05.6	+36 01 16	 6.60e-01	 3.98e-01	 1.25e+00	 1.41e+01	3	3	1	1	 0	 0
  212967	 7.65664	072.75	+03.38	300.1790	+36.5712	19588+3625 	19 58 52.0	+36 25 56	 2.48e+00	 1.08e+00	 1.35e+00	 1.23e+01	3	3	1	1	 0	 1
  213481	 7.51554	072.76	+02.96	300.6237	+36.3550	20006+3612 	20 00 38.2	+36 12 51	 4.67e-01	 2.68e-01	 1.83e+00	 2.37e+01	3	1	1	1	 0	 0
  220643	 8.29345	072.76	-03.53	307.1689	+32.7475	20266+3234 	20 26 41.0	+32 34 49	 2.54e-01	 2.61e-01	 1.57e+00	 5.65e+01	3	1	1	1	 0	 0
  211775	 8.03749	072.77	+04.35	299.1500	+37.0891	19547+3657 	19 54 46.3	+36 57 16	 5.14e-01	 2.85e-01	 8.10e-01	 9.99e+00	3	1	1	1	 0	 0
  216339	 7.14298	072.78	+00.62	303.0593	+35.1109	20103+3457 	20 10 19.8	+34 57 36	 6.73e-01	 3.04e-01	 3.13e+00	 5.27e+01	3	2	1	1	 0	 0
  216897	 7.16197	072.78	+00.13	303.5652	+34.8385	20123+3441 	20 12 20.6	+34 41 08	 7.75e-01	 4.69e-01	 8.66e+00	 3.75e+01	1	2	2	3	 0	 0
  214030	 7.37593	072.78	+02.53	301.0913	+36.1436	20024+3600 	20 02 29.9	+36 00 03	 6.25e+00	 2.95e+00	 1.39e+00	 1.65e+01	3	3	1	1	 0	 0
  221930	 9.17454	072.78	-05.11	308.6980	+31.8342	20327+3139 	20 32 46.1	+31 39 40	 2.98e-01	 2.25e-01	 6.29e-01	 4.39e+00	3	3	1	1	 0	 0
  218867	 7.51994	072.79	-01.71	305.4088	+33.8131	20196+3339 	20 19 40.8	+33 39 10	 2.91e-01	 2.93e-01	 6.17e+00	 7.39e+01	3	1	1	1	 0	 0
  208841	 9.22004	072.79	+06.53	296.7849	+38.2061	19453+3804 	19 45 21.5	+38 04 54	 2.50e-01	 2.71e-01	 8.44e-01	 8.59e+00	1	1	3	3	 0	 0
  217210	 7.17864	072.79	-00.14	303.8407	+34.6976	20134+3432 	20 13 26.4	+34 32 37	 8.82e-01	 5.12e-01	 5.58e+00	 7.09e+01	3	1	1	1	 0	 0
  208957	 9.16242	072.80	+06.45	296.8794	+38.1743	19457+3802 	19 45 44.1	+38 02 58	 3.94e+00	 1.79e+00	 6.63e-01	 1.32e+01	3	3	2	1	 0	 1
  217334	 7.17761	072.80	-00.24	303.9520	+34.6523	20138+3429 	20 13 53.0	+34 29 52	 4.37e-01	 8.74e-01	 6.26e+00	 1.89e+01	3	3	3	2	 0	 0
  215631	 7.13966	072.80	+01.22	302.4610	+35.4590	20079+3518 	20 07 57.0	+35 18 38	 5.49e-01	 2.50e-01	 7.19e+00	 5.82e+01	3	1	1	1	 0	 0
  222864	 9.98022	072.80	-06.34	309.8714	+31.1111	20374+3056 	20 37 26.3	+30 56 01	 4.26e-01	 2.50e-01	 4.00e-01	 8.84e+00	3	1	1	1	 0	 1
  215567	 7.13971	072.81	+01.27	302.4112	+35.4902	20077+3520 	20 07 45.1	+35 20 31	 9.75e-01	 4.31e-01	 7.43e+00	 4.11e+01	3	1	1	3	 0	 1
  217851	 7.24529	072.81	-00.72	304.4357	+34.3931	20158+3414 	20 15 48.5	+34 14 12	 3.09e-01	 2.71e-01	 7.35e+00	 9.80e+01	3	1	1	1	 0	 0
  217781	 7.22970	072.81	-00.63	304.3536	+34.4394	20154+3416 	20 15 28.9	+34 17 00	 5.87e-01	 1.08e+00	 1.53e+01	 6.58e+01	3	3	3	3	 0	 1
  207629	 9.79912	072.81	+07.43	295.7924	+38.6699	19414+3832 	19 41 24.5	+38 32 59	 1.57e+00	 3.86e-01	 4.00e-01	 2.63e+00	3	3	1	1	 0	 1
